species,block_id,block_label,mean_psi
Lanius cristatus,1,2000-2004,0.8488232791437336
Lanius cristatus,2,2005-2009,0.7867330130670391
Lanius cristatus,3,2010-2014,0.7979518538602925
Lanius cristatus,4,2015-2019,0.8029771538675152
Lanius cristatus,5,2020-2024,0.8458226968388105
Lanius schach,1,2000-2004,0.3130952231357208
Lanius schach,2,2005-2009,0.34367409157639683
Lanius schach,3,2010-2014,0.39248149206938193
Lanius schach,4,2015-2019,0.43343439839614967
Lanius schach,5,2020-2024,0.45817929782104305
Lanius sphenocercus,1,2000-2004,0.3861054278016872
Lanius sphenocercus,2,2005-2009,0.4396030137191205
Lanius sphenocercus,3,2010-2014,0.4463493948154824
Lanius sphenocercus,4,2015-2019,0.501509602657542
Lanius sphenocercus,5,2020-2024,0.6070563878454772
Lanius tephronotus,1,2000-2004,0.3490001444815533
Lanius tephronotus,2,2005-2009,0.3332015550319344
Lanius tephronotus,3,2010-2014,0.24281588729289524
Lanius tephronotus,4,2015-2019,0.20662357869336434
Lanius tephronotus,5,2020-2024,0.24883729892924952
Larus argentatus,1,2000-2004,0.2640225864786866
Larus argentatus,2,2005-2009,0.32317728421548425
Larus argentatus,3,2010-2014,0.33383536022855964
Larus argentatus,4,2015-2019,0.4056672830266666
Larus argentatus,5,2020-2024,0.30323292347668335
Leiothrix lutea,1,2000-2004,0.2334692651045289
Leiothrix lutea,2,2005-2009,0.27962352993845524
Leiothrix lutea,3,2010-2014,0.3090104562239274
Leiothrix lutea,4,2015-2019,0.2702785687544325
Leiothrix lutea,5,2020-2024,0.26858456977154477
Limosa limosa,1,2000-2004,0.3011731513183852
Limosa limosa,2,2005-2009,0.37805124326900535
Limosa limosa,3,2010-2014,0.3713007121759827
Limosa limosa,4,2015-2019,0.4108541807350146
Limosa limosa,5,2020-2024,0.43903758155687367
Lonchura punctulata,1,2000-2004,0.16700573279909275
Lonchura punctulata,2,2005-2009,0.18489149861948745
Lonchura punctulata,3,2010-2014,0.2424595188617119
Lonchura punctulata,4,2015-2019,0.26429889385201305
Lonchura punctulata,5,2020-2024,0.29935649653147733
Lonchura striata,1,2000-2004,0.21032565439588635
Lonchura striata,2,2005-2009,0.23888179111483346
Lonchura striata,3,2010-2014,0.29207201708944136
Lonchura striata,4,2015-2019,0.3199592246276488
Lonchura striata,5,2020-2024,0.33237660383821305
Mareca falcata,1,2000-2004,0.44890819821696376
Mareca falcata,2,2005-2009,0.47691120459364267
Mareca falcata,3,2010-2014,0.46155496030371235
Mareca falcata,4,2015-2019,0.5347674538497622
Mareca falcata,5,2020-2024,0.6608363619201595
Mareca penelope,1,2000-2004,0.6375544294103085
Mareca penelope,2,2005-2009,0.6139010694818268
Mareca penelope,3,2010-2014,0.5000415377482489
Mareca penelope,4,2015-2019,0.6202532863299941
Mareca penelope,5,2020-2024,0.6907458022552659
Mareca strepera,1,2000-2004,0.5856629288591186
Mareca strepera,2,2005-2009,0.5996096812677929
Mareca strepera,3,2010-2014,0.6065182052101338
Mareca strepera,4,2015-2019,0.6637695442342435
Mareca strepera,5,2020-2024,0.7560889285774512
Mergus merganser,1,2000-2004,0.7302276413492547
Mergus merganser,2,2005-2009,0.7429901035456984
Mergus merganser,3,2010-2014,0.721320128406431
Mergus merganser,4,2015-2019,0.7585550192657218
Mergus merganser,5,2020-2024,0.7873326731805977
Milvus migrans,1,2000-2004,0.676145167568223
Milvus migrans,2,2005-2009,0.6980031640823232
Milvus migrans,3,2010-2014,0.6955984056800696
Milvus migrans,4,2015-2019,0.7140658845747516
Milvus migrans,5,2020-2024,0.7813706152962537
Monticola solitarius,1,2000-2004,0.4413535335631855
Monticola solitarius,2,2005-2009,0.4809234768583785
Monticola solitarius,3,2010-2014,0.46672832789343227
Monticola solitarius,4,2015-2019,0.44251326918311845
Monticola solitarius,5,2020-2024,0.43137753443366533
Motacilla alba,1,2000-2004,0.9398366557306053
Motacilla alba,2,2005-2009,0.9650418729737471
Motacilla alba,3,2010-2014,0.9666696174849615
Motacilla alba,4,2015-2019,0.9645622214332756
Motacilla alba,5,2020-2024,0.9805628750427345
Motacilla cinerea,1,2000-2004,0.8202248704811944
Motacilla cinerea,2,2005-2009,0.8554704967892282
Motacilla cinerea,3,2010-2014,0.8700176514465138
Motacilla cinerea,4,2015-2019,0.8304703605843226
Motacilla cinerea,5,2020-2024,0.9081364109757692
Motacilla citreola,1,2000-2004,0.7302508162016956
Motacilla citreola,2,2005-2009,0.7073568574846566
Motacilla citreola,3,2010-2014,0.7024689709865806
Motacilla citreola,4,2015-2019,0.6571352453735407
Motacilla citreola,5,2020-2024,0.7939840867587233
Motacilla tschutschensis,1,2000-2004,0.699933308018308
Motacilla tschutschensis,2,2005-2009,0.7394616140502744
Motacilla tschutschensis,3,2010-2014,0.8010056193820666
Motacilla tschutschensis,4,2015-2019,0.7613819179379128
Motacilla tschutschensis,5,2020-2024,0.859197989871854
Muscicapa sibirica,1,2000-2004,0.8766273863599305
Muscicapa sibirica,2,2005-2009,0.7832155127103121
Muscicapa sibirica,3,2010-2014,0.8409754917958867
Muscicapa sibirica,4,2015-2019,0.5871313373144005
Muscicapa sibirica,5,2020-2024,0.6959961294468091
Myophonus caeruleus,1,2000-2004,0.3241793498540862
Myophonus caeruleus,2,2005-2009,0.3393492123253933
Myophonus caeruleus,3,2010-2014,0.3602949190158302
Myophonus caeruleus,4,2015-2019,0.3771370745957742
Myophonus caeruleus,5,2020-2024,0.4006905840653039
Nycticorax nycticorax,1,2000-2004,0.4141287489379792
Nycticorax nycticorax,2,2005-2009,0.4545526964612743
Nycticorax nycticorax,3,2010-2014,0.5386074552572211
Nycticorax nycticorax,4,2015-2019,0.5996334815668978
Nycticorax nycticorax,5,2020-2024,0.6222993059245274
Oriolus chinensis,1,2000-2004,0.5069831094130572
Oriolus chinensis,2,2005-2009,0.5102416534585223
Oriolus chinensis,3,2010-2014,0.6057323104537491
Oriolus chinensis,4,2015-2019,0.6024754146188798
Oriolus chinensis,5,2020-2024,0.6671153360690355
Pardaliparus venustulus,1,2000-2004,0.5240555437386111
Pardaliparus venustulus,2,2005-2009,0.5412124693689897
Pardaliparus venustulus,3,2010-2014,0.5726897100431102
Pardaliparus venustulus,4,2015-2019,0.4611750379636361
Pardaliparus venustulus,5,2020-2024,0.5094870356612118
Parus minor,1,2000-2004,0.5851098588218089
Parus minor,2,2005-2009,0.6123146650608128
Parus minor,3,2010-2014,0.643278854801562
Parus minor,4,2015-2019,0.6688277192428487
Parus minor,5,2020-2024,0.7050368647779963
Parus monticolus,1,2000-2004,0.16169993223861448
Parus monticolus,2,2005-2009,0.16301600202161926
Parus monticolus,3,2010-2014,0.17869750425801104
Parus monticolus,4,2015-2019,0.1687936692096127
Parus monticolus,5,2020-2024,0.19047225849131938
Passer cinnamomeus,1,2000-2004,0.3213809914964361
Passer cinnamomeus,2,2005-2009,0.45003849791427614
Passer cinnamomeus,3,2010-2014,0.39858635713718793
Passer cinnamomeus,4,2015-2019,0.4027915233613015
Passer cinnamomeus,5,2020-2024,0.4957451070497013
Passer montanus,1,2000-2004,0.9070572661646723
Passer montanus,2,2005-2009,0.939735504795419
Passer montanus,3,2010-2014,0.9710179059534837
Passer montanus,4,2015-2019,0.9840184128904765
Passer montanus,5,2020-2024,0.9867185329380632
Pericrocotus solaris,1,2000-2004,0.15785695433328373
Pericrocotus solaris,2,2005-2009,0.18769278209366186
Pericrocotus solaris,3,2010-2014,0.20993979962185685
Pericrocotus solaris,4,2015-2019,0.2437057165045405
Pericrocotus solaris,5,2020-2024,0.2754965982172324
Periparus ater,1,2000-2004,0.5187150883442676
Periparus ater,2,2005-2009,0.5611776461645684
Periparus ater,3,2010-2014,0.509354020020348
Periparus ater,4,2015-2019,0.561053327203847
Periparus ater,5,2020-2024,0.5338838517499643
Pernis ptilorhynchus,1,2000-2004,0.5653178767271201
Pernis ptilorhynchus,2,2005-2009,0.5753976901107877
Pernis ptilorhynchus,3,2010-2014,0.652147967360652
Pernis ptilorhynchus,4,2015-2019,0.6295592994597372
Pernis ptilorhynchus,5,2020-2024,0.7574201688764168
Phalacrocorax carbo,1,2000-2004,0.6313142714204493
Phalacrocorax carbo,2,2005-2009,0.6674656461455578
Phalacrocorax carbo,3,2010-2014,0.6987260923126661
Phalacrocorax carbo,4,2015-2019,0.7310332128692377
Phalacrocorax carbo,5,2020-2024,0.8182733344303632
Phasianus colchicus,1,2000-2004,0.5564235002013116
Phasianus colchicus,2,2005-2009,0.6719405409127513
Phasianus colchicus,3,2010-2014,0.7187112781782065
Phasianus colchicus,4,2015-2019,0.7403720041243071
Phasianus colchicus,5,2020-2024,0.8241832127539751
Phoenicurus auroreus,1,2000-2004,0.5855623006524416
Phoenicurus auroreus,2,2005-2009,0.6238250220725314
Phoenicurus auroreus,3,2010-2014,0.6600571080687665
Phoenicurus auroreus,4,2015-2019,0.6740458501704032
Phoenicurus auroreus,5,2020-2024,0.7506849979554283
Phoenicurus frontalis,1,2000-2004,0.3221877904003629
Phoenicurus frontalis,2,2005-2009,0.27955362709297665
Phoenicurus frontalis,3,2010-2014,0.2609284744597097
Phoenicurus frontalis,4,2015-2019,0.24836330690492534
Phoenicurus frontalis,5,2020-2024,0.24159076061088577
Phoenicurus fuliginosus,1,2000-2004,0.3215254950459427
Phoenicurus fuliginosus,2,2005-2009,0.3427906670190069
Phoenicurus fuliginosus,3,2010-2014,0.36837066223116066
Phoenicurus fuliginosus,4,2015-2019,0.3986071090937713
Phoenicurus fuliginosus,5,2020-2024,0.43908114387132563
Phoenicurus ochruros,1,2000-2004,0.3561007134342815
Phoenicurus ochruros,2,2005-2009,0.33539144861578374
Phoenicurus ochruros,3,2010-2014,0.2988891059710733
Phoenicurus ochruros,4,2015-2019,0.29333965756038977
Phoenicurus ochruros,5,2020-2024,0.31322084147037543
Phylloscopus borealis,1,2000-2004,0.7514658418393343
Phylloscopus borealis,2,2005-2009,0.7517393352792485
Phylloscopus borealis,3,2010-2014,0.7503361607343361
Phylloscopus borealis,4,2015-2019,0.7624874046598382
Phylloscopus borealis,5,2020-2024,0.7176375106376633
Phylloscopus fuscatus,1,2000-2004,0.7099082298167215
Phylloscopus fuscatus,2,2005-2009,0.672662674778692
Phylloscopus fuscatus,3,2010-2014,0.7248347812556256
Phylloscopus fuscatus,4,2015-2019,0.7129909072227075
Phylloscopus fuscatus,5,2020-2024,0.7619145441513359
Phylloscopus humei,1,2000-2004,0.657273650564883
Phylloscopus humei,2,2005-2009,0.5659155477360283
Phylloscopus humei,3,2010-2014,0.5976299360698334
Phylloscopus humei,4,2015-2019,0.5158508028020635
Phylloscopus humei,5,2020-2024,0.4950001380961326
Phylloscopus inornatus,1,2000-2004,0.48029905353575164
Phylloscopus inornatus,2,2005-2009,0.5236215760694299
Phylloscopus inornatus,3,2010-2014,0.5917006852165161
Phylloscopus inornatus,4,2015-2019,0.6340388643909358
Phylloscopus inornatus,5,2020-2024,0.7054386955245399
Phylloscopus proregulus,1,2000-2004,0.5643366911060277
Phylloscopus proregulus,2,2005-2009,0.5968518283737596
Phylloscopus proregulus,3,2010-2014,0.7066625804613141
Phylloscopus proregulus,4,2015-2019,0.6842832473811623
Phylloscopus proregulus,5,2020-2024,0.7713282690877534
Pica serica,1,2000-2004,0.38067840816023396
Pica serica,2,2005-2009,0.44991667678645575
Pica serica,3,2010-2014,0.5929990627399618
Pica serica,4,2015-2019,0.6798420678508355
Pica serica,5,2020-2024,0.7297752281366936
Picoides canicapillus,1,2000-2004,0.01730197172308993
Picoides canicapillus,2,2005-2009,0.04286821374057751
Picoides canicapillus,3,2010-2014,0.07946591272859362
Picoides canicapillus,4,2015-2019,0.1939826519487742
Picoides canicapillus,5,2020-2024,0.5282736653490345
Picumnus innominatus,1,2000-2004,0.23096965175738823
Picumnus innominatus,2,2005-2009,0.25023008867739205
Picumnus innominatus,3,2010-2014,0.2805526976288127
Picumnus innominatus,4,2015-2019,0.2958789864580516
Picumnus innominatus,5,2020-2024,0.3404929834132724
Picus canus,1,2000-2004,0.5840964099363488
Picus canus,2,2005-2009,0.6954261501880445
Picus canus,3,2010-2014,0.6860907936129611
Picus canus,4,2015-2019,0.677176442727796
Picus canus,5,2020-2024,0.7076260892855025
Platalea leucorodia,1,2000-2004,0.19261149371713845
Platalea leucorodia,2,2005-2009,0.2652699659494036
Platalea leucorodia,3,2010-2014,0.31382240013998086
Platalea leucorodia,4,2015-2019,0.34140672282806406
Platalea leucorodia,5,2020-2024,0.4904803114026858
Podiceps cristatus,1,2000-2004,0.5211812042206975
Podiceps cristatus,2,2005-2009,0.5769840390396153
Podiceps cristatus,3,2010-2014,0.5947170302035566
Podiceps cristatus,4,2015-2019,0.6812673715814422
Podiceps cristatus,5,2020-2024,0.7703938393259406
Pomatorhinus ruficollis,1,2000-2004,0.210438100168966
Pomatorhinus ruficollis,2,2005-2009,0.24190574564078468
Pomatorhinus ruficollis,3,2010-2014,0.25150937615918667
Pomatorhinus ruficollis,4,2015-2019,0.28125664332965095
Pomatorhinus ruficollis,5,2020-2024,0.3179899989580172
Prinia flaviventris,1,2000-2004,0.09141695772389098
Prinia flaviventris,2,2005-2009,0.10876528458042542
Prinia flaviventris,3,2010-2014,0.12787736404067768
Prinia flaviventris,4,2015-2019,0.1467124589874972
Prinia flaviventris,5,2020-2024,0.16926535467649725
Prinia inornata,1,2000-2004,0.17977210771543667
Prinia inornata,2,2005-2009,0.21390151528865087
Prinia inornata,3,2010-2014,0.267960313973509
Prinia inornata,4,2015-2019,0.30249691231922027
Prinia inornata,5,2020-2024,0.3644516234012493
Psilopogon virens,1,2000-2004,0.12681294929360326
Psilopogon virens,2,2005-2009,0.1479137120831671
Psilopogon virens,3,2010-2014,0.17976693010438247
Psilopogon virens,4,2015-2019,0.20298065660465348
Psilopogon virens,5,2020-2024,0.2506217420463119
Pterorhinus sannio,1,2000-2004,0.10154077243001056
Pterorhinus sannio,2,2005-2009,0.13662213952531357
Pterorhinus sannio,3,2010-2014,0.19242951571830577
Pterorhinus sannio,4,2015-2019,0.22699651143912766
Pterorhinus sannio,5,2020-2024,0.2751531613641749
Ptyonoprogne rupestris,1,2000-2004,0.5856076455366076
Ptyonoprogne rupestris,2,2005-2009,0.5128577218037419
Ptyonoprogne rupestris,3,2010-2014,0.4107120824755897
Ptyonoprogne rupestris,4,2015-2019,0.33902771760890765
Ptyonoprogne rupestris,5,2020-2024,0.3809301770250827
Pycnonotus aurigaster,1,2000-2004,0.0830327803934431
Pycnonotus aurigaster,2,2005-2009,0.09605222360512385
Pycnonotus aurigaster,3,2010-2014,0.11740931095308638
Pycnonotus aurigaster,4,2015-2019,0.12898150195086877
Pycnonotus aurigaster,5,2020-2024,0.1599561405804757
Pycnonotus jocosus,1,2000-2004,0.08899771424307441
Pycnonotus jocosus,2,2005-2009,0.10554643207269729
Pycnonotus jocosus,3,2010-2014,0.1212376674751936
Pycnonotus jocosus,4,2015-2019,0.13492533694437475
Pycnonotus jocosus,5,2020-2024,0.1554278064941804
Pycnonotus sinensis,1,2000-2004,0.35560854450879725
Pycnonotus sinensis,2,2005-2009,0.386912349123756
Pycnonotus sinensis,3,2010-2014,0.4480131170032867
Pycnonotus sinensis,4,2015-2019,0.4648243000210432
Pycnonotus sinensis,5,2020-2024,0.49151419765135734
Pycnonotus xanthorrhous,1,2000-2004,0.16459598576552864
Pycnonotus xanthorrhous,2,2005-2009,0.19407206751831343
Pycnonotus xanthorrhous,3,2010-2014,0.23214258583892544
Pycnonotus xanthorrhous,4,2015-2019,0.24307249512759282
Pycnonotus xanthorrhous,5,2020-2024,0.29028393162089344
Pyrrhocorax pyrrhocorax,1,2000-2004,0.42514715952985516
Pyrrhocorax pyrrhocorax,2,2005-2009,0.36989506957537854
Pyrrhocorax pyrrhocorax,3,2010-2014,0.32905188030239924
Pyrrhocorax pyrrhocorax,4,2015-2019,0.3294463964865843
Pyrrhocorax pyrrhocorax,5,2020-2024,0.3895624284613591
Recurvirostra avosetta,1,2000-2004,0.22951728628796575
Recurvirostra avosetta,2,2005-2009,0.2483190094061498
Recurvirostra avosetta,3,2010-2014,0.33569264746660843
Recurvirostra avosetta,4,2015-2019,0.3952595544729213
Recurvirostra avosetta,5,2020-2024,0.493044438029965
Regulus regulus,1,2000-2004,0.6448113890267764
Regulus regulus,2,2005-2009,0.6309524380585821
Regulus regulus,3,2010-2014,0.5894519388901169
Regulus regulus,4,2015-2019,0.5201559080691146
Regulus regulus,5,2020-2024,0.49551600238281146
Riparia diluta,1,2000-2004,0.4496249611116505
Riparia diluta,2,2005-2009,0.4021838255526586
Riparia diluta,3,2010-2014,0.388437590412193
Riparia diluta,4,2015-2019,0.4521145545758519
Riparia diluta,5,2020-2024,0.44990419522723823
Riparia riparia,1,2000-2004,0.5862570303761541
Riparia riparia,2,2005-2009,0.6100225187362139
Riparia riparia,3,2010-2014,0.671377785230322
Riparia riparia,4,2015-2019,0.7166658889933488
Riparia riparia,5,2020-2024,0.7843316033503603
Saxicola maurus,1,2000-2004,0.4167102673380573
Saxicola maurus,2,2005-2009,0.2957903302215795
Saxicola maurus,3,2010-2014,0.32750319537608646
Saxicola maurus,4,2015-2019,0.3441467318396146
Saxicola maurus,5,2020-2024,0.5753025248869428
Saxicola stejnegeri,1,2000-2004,0.2862778368139165
Saxicola stejnegeri,2,2005-2009,0.38804122719547424
Saxicola stejnegeri,3,2010-2014,0.5595576341527587
Saxicola stejnegeri,4,2015-2019,0.5360511491293444
Saxicola stejnegeri,5,2020-2024,0.6484358488797086
Sinosuthora webbiana,1,2000-2004,0.28997820653464185
Sinosuthora webbiana,2,2005-2009,0.33441452574603686
Sinosuthora webbiana,3,2010-2014,0.41244210197098125
Sinosuthora webbiana,4,2015-2019,0.4484526168201706
Sinosuthora webbiana,5,2020-2024,0.4906925315043689
Spatula clypeata,1,2000-2004,0.5828530163010042
Spatula clypeata,2,2005-2009,0.5705410738574413
Spatula clypeata,3,2010-2014,0.5367956942055544
Spatula clypeata,4,2015-2019,0.6326900723080829
Spatula clypeata,5,2020-2024,0.7439283650782413
Spatula querquedula,1,2000-2004,0.7374126279716219
Spatula querquedula,2,2005-2009,0.6819575929162439
Spatula querquedula,3,2010-2014,0.6007159942972728
Spatula querquedula,4,2015-2019,0.61985617063112
Spatula querquedula,5,2020-2024,0.7205090587986396
Spilopelia chinensis,1,2000-2004,0.34719180218523105
Spilopelia chinensis,2,2005-2009,0.4328854509279063
Spilopelia chinensis,3,2010-2014,0.49498982285395454
Spilopelia chinensis,4,2015-2019,0.5622372502217633
Spilopelia chinensis,5,2020-2024,0.5845785256935107
Spizixos semitorques,1,2000-2004,0.14359441822189267
Spizixos semitorques,2,2005-2009,0.185537279329874
Spizixos semitorques,3,2010-2014,0.24474941859171762
Spizixos semitorques,4,2015-2019,0.2675411733620832
Spizixos semitorques,5,2020-2024,0.3095728555223827
Spodiopsar cineraceus,1,2000-2004,0.37842143881162416
Spodiopsar cineraceus,2,2005-2009,0.5230637496110755
Spodiopsar cineraceus,3,2010-2014,0.6365961719818019
Spodiopsar cineraceus,4,2015-2019,0.7129675495941313
Spodiopsar cineraceus,5,2020-2024,0.7425436754796726
Spodiopsar sericeus,1,2000-2004,0.15822203030397364
Spodiopsar sericeus,2,2005-2009,0.2780798402427767
Spodiopsar sericeus,3,2010-2014,0.39015916924430194
Spodiopsar sericeus,4,2015-2019,0.379957406021108
Spodiopsar sericeus,5,2020-2024,0.4059463051287884
Sterna hirundo,1,2000-2004,0.5367246464331605
Sterna hirundo,2,2005-2009,0.5524403102125449
Sterna hirundo,3,2010-2014,0.558182059912749
Sterna hirundo,4,2015-2019,0.6055694873485399
Sterna hirundo,5,2020-2024,0.7011887561535896
Streptopelia decaocto,1,2000-2004,0.4466955344513174
Streptopelia decaocto,2,2005-2009,0.47458757712023325
Streptopelia decaocto,3,2010-2014,0.5082842763548994
Streptopelia decaocto,4,2015-2019,0.5439338248689164
Streptopelia decaocto,5,2020-2024,0.5909424413656325
Streptopelia orientalis,1,2000-2004,0.7713740559041592
Streptopelia orientalis,2,2005-2009,0.792390503840007
Streptopelia orientalis,3,2010-2014,0.8417299332975999
Streptopelia orientalis,4,2015-2019,0.8561953041277262
Streptopelia orientalis,5,2020-2024,0.9183976140935126
Tachybaptus ruficollis,1,2000-2004,0.433860734134011
Tachybaptus ruficollis,2,2005-2009,0.5536782753604632
Tachybaptus ruficollis,3,2010-2014,0.6034161630090198
Tachybaptus ruficollis,4,2015-2019,0.720920458344596
Tachybaptus ruficollis,5,2020-2024,0.740234136812383
Tadorna ferruginea,1,2000-2004,0.6224131795888099
Tadorna ferruginea,2,2005-2009,0.6529445900237473
Tadorna ferruginea,3,2010-2014,0.6649990354798317
Tadorna ferruginea,4,2015-2019,0.6887504177495819
Tadorna ferruginea,5,2020-2024,0.7861469140670612
Tadorna tadorna,1,2000-2004,0.36526027314217624
Tadorna tadorna,2,2005-2009,0.41468591825729634
Tadorna tadorna,3,2010-2014,0.44043957509012777
Tadorna tadorna,4,2015-2019,0.4689475850211811
Tadorna tadorna,5,2020-2024,0.5436298318159597
Tarsiger cyanurus,1,2000-2004,0.5727843038442215
Tarsiger cyanurus,2,2005-2009,0.5899755215848786
Tarsiger cyanurus,3,2010-2014,0.7114597010212969
Tarsiger cyanurus,4,2015-2019,0.6621619604230242
Tarsiger cyanurus,5,2020-2024,0.7231010997212625
Tringa erythropus,1,2000-2004,0.3293127114935267
Tringa erythropus,2,2005-2009,0.36170703571980795
Tringa erythropus,3,2010-2014,0.3953660090207363
Tringa erythropus,4,2015-2019,0.44255622259520544
Tringa erythropus,5,2020-2024,0.5005283326721846
Tringa glareola,1,2000-2004,0.6714466972069775
Tringa glareola,2,2005-2009,0.5670663775311368
Tringa glareola,3,2010-2014,0.67023727212592
Tringa glareola,4,2015-2019,0.6188251096732013
Tringa glareola,5,2020-2024,0.7571485497612598
Tringa nebularia,1,2000-2004,0.47485399239215514
Tringa nebularia,2,2005-2009,0.4881808673433216
Tringa nebularia,3,2010-2014,0.5546820349703875
Tringa nebularia,4,2015-2019,0.5410189402196317
Tringa nebularia,5,2020-2024,0.5815434845773858
Tringa ochropus,1,2000-2004,0.6867470661220237
Tringa ochropus,2,2005-2009,0.7990205746221731
Tringa ochropus,3,2010-2014,0.7785633248679881
Tringa ochropus,4,2015-2019,0.7645834477316383
Tringa ochropus,5,2020-2024,0.9072241295315742
Tringa stagnatilis,1,2000-2004,0.3008938105805431
Tringa stagnatilis,2,2005-2009,0.2829755446046857
Tringa stagnatilis,3,2010-2014,0.35442349881273427
Tringa stagnatilis,4,2015-2019,0.3611450445338982
Tringa stagnatilis,5,2020-2024,0.3928451670018058
Tringa totanus,1,2000-2004,0.4373125602791294
Tringa totanus,2,2005-2009,0.42840973798610454
Tringa totanus,3,2010-2014,0.4794726972904682
Tringa totanus,4,2015-2019,0.5224002632570304
Tringa totanus,5,2020-2024,0.5443116180050303
Trochalopteron elliotii,1,2000-2004,0.2195468370844799
Trochalopteron elliotii,2,2005-2009,0.18453346236423634
Trochalopteron elliotii,3,2010-2014,0.17365236966095057
Trochalopteron elliotii,4,2015-2019,0.15599165362179315
Trochalopteron elliotii,5,2020-2024,0.1649913506428767
Troglodytes troglodytes,1,2000-2004,0.5685182682409943
Troglodytes troglodytes,2,2005-2009,0.538110302635605
Troglodytes troglodytes,3,2010-2014,0.5291634048743705
Troglodytes troglodytes,4,2015-2019,0.5017343020374655
Troglodytes troglodytes,5,2020-2024,0.49844849988885603
Turdus eunomus,1,2000-2004,0.642180494667573
Turdus eunomus,2,2005-2009,0.6622011103591069
Turdus eunomus,3,2010-2014,0.6595500667257678
Turdus eunomus,4,2015-2019,0.6652306876759887
Turdus eunomus,5,2020-2024,0.7075312033263798
Turdus hortulorum,1,2000-2004,0.31370396439931786
Turdus hortulorum,2,2005-2009,0.384260161715376
Turdus hortulorum,3,2010-2014,0.4377660867899956
Turdus hortulorum,4,2015-2019,0.43758974217299706
Turdus hortulorum,5,2020-2024,0.4898151014635362
Turdus mandarinus,1,2000-2004,0.35195066891027926
Turdus mandarinus,2,2005-2009,0.39505558451618233
Turdus mandarinus,3,2010-2014,0.4498825781054929
Turdus mandarinus,4,2015-2019,0.46961239683117606
Turdus mandarinus,5,2020-2024,0.4883533812990245
Turdus naumanni,1,2000-2004,0.48588941668370345
Turdus naumanni,2,2005-2009,0.5109634491214194
Turdus naumanni,3,2010-2014,0.5739841042048759
Turdus naumanni,4,2015-2019,0.6042951596530786
Turdus naumanni,5,2020-2024,0.7007637383297343
Upupa epops,1,2000-2004,0.8209652762624768
Upupa epops,2,2005-2009,0.8531176665006244
Upupa epops,3,2010-2014,0.8581508025810106
Upupa epops,4,2015-2019,0.8797590032358643
Upupa epops,5,2020-2024,0.9045570258815747
Urocissa erythroryncha,1,2000-2004,0.032401550677862746
Urocissa erythroryncha,2,2005-2009,0.06338664169941716
Urocissa erythroryncha,3,2010-2014,0.1292883657129045
Urocissa erythroryncha,4,2015-2019,0.23866949463131293
Urocissa erythroryncha,5,2020-2024,0.459382446527903
Vanellus cinereus,1,2000-2004,0.24207690616583424
Vanellus cinereus,2,2005-2009,0.34163484477682005
Vanellus cinereus,3,2010-2014,0.4526028102565552
Vanellus cinereus,4,2015-2019,0.533107992691121
Vanellus cinereus,5,2020-2024,0.6224100994519346
Vanellus vanellus,1,2000-2004,0.40126432696057807
Vanellus vanellus,2,2005-2009,0.47388566453704056
Vanellus vanellus,3,2010-2014,0.47740052290597773
Vanellus vanellus,4,2015-2019,0.5312738505900724
Vanellus vanellus,5,2020-2024,0.6536479600049281
Zosterops simplex,1,2000-2004,0.3574388455276362
Zosterops simplex,2,2005-2009,0.34413979447010123
Zosterops simplex,3,2010-2014,0.42696708187185856
Zosterops simplex,4,2015-2019,0.4176302671299605
Zosterops simplex,5,2020-2024,0.47228342880656227
