term,estimate,std.error,z_statistic,p_value,component,species
psi(elev_sd),-101.65841340880075,NA,NA,NA,initial_occupancy,Pomatorhinus ruficollis
psi(texture_shannon),-71.71653744878691,NA,NA,NA,initial_occupancy,Pomatorhinus ruficollis
psi(npp_mean),46.401871717508115,NA,NA,NA,initial_occupancy,Pomatorhinus ruficollis
psi(landcover_built),-61.69151211203449,NA,NA,NA,initial_occupancy,Pomatorhinus ruficollis
col(Int),-6.622214428210479,NA,NA,NA,colonization,Pomatorhinus ruficollis
col(block_index),0.9433995688039173,NA,NA,NA,colonization,Pomatorhinus ruficollis
col(built_rep),-1.2104159346127987,NA,NA,NA,colonization,Pomatorhinus ruficollis
col(npp_rep),0.09699319686939464,NA,NA,NA,colonization,Pomatorhinus ruficollis
ext(Int),114.41716161285704,NA,NA,NA,extinction,Pomatorhinus ruficollis
ext(block_index),-11.326412714505953,NA,NA,NA,extinction,Pomatorhinus ruficollis
ext(built_rep),13.839014892035365,NA,NA,NA,extinction,Pomatorhinus ruficollis
ext(bio4),784.2023203627447,NA,NA,NA,extinction,Pomatorhinus ruficollis
p(Int),-2.344560600145445,NA,NA,NA,other,Pomatorhinus ruficollis
p(log_events),0.7855906069724359,NA,NA,NA,other,Pomatorhinus ruficollis
p(log_observers),0.14321845893631463,NA,NA,NA,other,Pomatorhinus ruficollis
p(duration_min),-2.583036056400657e-8,NA,NA,NA,other,Pomatorhinus ruficollis
psi(Int),3.1021310521592387,NA,NA,NA,initial_occupancy,Myophonus caeruleus
psi(bio4),-11.31576445043853,NA,NA,NA,initial_occupancy,Myophonus caeruleus
psi(elev_sd),-1.587815588299437,NA,NA,NA,initial_occupancy,Myophonus caeruleus
psi(texture_shannon),-0.19498036372564256,NA,NA,NA,initial_occupancy,Myophonus caeruleus
psi(npp_mean),0.5135045716373582,NA,NA,NA,initial_occupancy,Myophonus caeruleus
psi(landcover_built),18.037482438362318,NA,NA,NA,initial_occupancy,Myophonus caeruleus
col(Int),-5.894305468456897,NA,NA,NA,colonization,Myophonus caeruleus
col(block_index),0.8624185185971343,NA,NA,NA,colonization,Myophonus caeruleus
col(built_rep),-1.156692783660092,NA,NA,NA,colonization,Myophonus caeruleus
col(npp_rep),-0.1047822833986412,NA,NA,NA,colonization,Myophonus caeruleus
ext(Int),1.243326195114985,NA,NA,NA,extinction,Myophonus caeruleus
ext(block_index),0.051245949128984426,NA,NA,NA,extinction,Myophonus caeruleus
ext(built_rep),30.045388284409686,NA,NA,NA,extinction,Myophonus caeruleus
ext(bio4),-18.330131389210987,NA,NA,NA,extinction,Myophonus caeruleus
p(Int),-2.715572685519103,NA,NA,NA,other,Myophonus caeruleus
p(log_events),0.729433939380785,NA,NA,NA,other,Myophonus caeruleus
p(log_observers),0.1506752900807302,NA,NA,NA,other,Myophonus caeruleus
p(duration_min),4.033101224524175e-7,NA,NA,NA,other,Myophonus caeruleus
psi(Int),-0.11899877447898591,NA,NA,NA,initial_occupancy,Pardaliparus venustulus
psi(bio4),0.2742449524387719,NA,NA,NA,initial_occupancy,Pardaliparus venustulus
psi(elev_sd),-0.152514531192307,NA,NA,NA,initial_occupancy,Pardaliparus venustulus
psi(texture_shannon),-0.4970133793634572,NA,NA,NA,initial_occupancy,Pardaliparus venustulus
psi(npp_mean),-0.7450351206999759,NA,NA,NA,initial_occupancy,Pardaliparus venustulus
psi(landcover_built),0.38135014688244157,NA,NA,NA,initial_occupancy,Pardaliparus venustulus
col(Int),-5.955737290343147,NA,NA,NA,colonization,Pardaliparus venustulus
col(block_index),0.8450110215131476,NA,NA,NA,colonization,Pardaliparus venustulus
col(built_rep),-3.7741691730201503,NA,NA,NA,colonization,Pardaliparus venustulus
col(npp_rep),0.37098030369434987,NA,NA,NA,colonization,Pardaliparus venustulus
ext(Int),-5.583451793487026,NA,NA,NA,extinction,Pardaliparus venustulus
ext(block_index),0.42879130329781723,NA,NA,NA,extinction,Pardaliparus venustulus
ext(built_rep),1.8862605909544126,NA,NA,NA,extinction,Pardaliparus venustulus
ext(bio4),-11.39014183336189,NA,NA,NA,extinction,Pardaliparus venustulus
p(Int),-3.067330652890387,NA,NA,NA,other,Pardaliparus venustulus
p(log_events),0.9516302707837353,NA,NA,NA,other,Pardaliparus venustulus
p(log_observers),0.009243146059640689,NA,NA,NA,other,Pardaliparus venustulus
p(duration_min),9.50934311162525e-8,NA,NA,NA,other,Pardaliparus venustulus
psi(Int),90.56067755980575,NA,NA,NA,initial_occupancy,Mareca strepera
psi(bio4),11.30603309080123,NA,NA,NA,initial_occupancy,Mareca strepera
psi(elev_sd),175.6968518532981,NA,NA,NA,initial_occupancy,Mareca strepera
psi(texture_shannon),-235.37859682836918,NA,NA,NA,initial_occupancy,Mareca strepera
psi(npp_mean),-1.8117659094479088,NA,NA,NA,initial_occupancy,Mareca strepera
psi(landcover_built),120.64658144498271,NA,NA,NA,initial_occupancy,Mareca strepera
col(Int),-3.4837694558702355,NA,NA,NA,colonization,Mareca strepera
col(block_index),0.8304488591659323,NA,NA,NA,colonization,Mareca strepera
col(built_rep),1.1921156590198576,NA,NA,NA,colonization,Mareca strepera
col(npp_rep),0.26225677129646796,NA,NA,NA,colonization,Mareca strepera
ext(Int),-1.333031509604156,NA,NA,NA,extinction,Mareca strepera
ext(block_index),-0.4484416038579432,NA,NA,NA,extinction,Mareca strepera
ext(built_rep),0.31350045460294146,NA,NA,NA,extinction,Mareca strepera
ext(bio4),0.21977080818966335,NA,NA,NA,extinction,Mareca strepera
p(Int),-3.1671248709777164,NA,NA,NA,other,Mareca strepera
p(log_events),0.6956378387998718,NA,NA,NA,other,Mareca strepera
p(log_observers),0.3110986346352883,NA,NA,NA,other,Mareca strepera
p(duration_min),1.9390279455738797e-7,NA,NA,NA,other,Mareca strepera
psi(Int),0.8741404633692995,NA,NA,NA,initial_occupancy,Passer cinnamomeus
psi(bio4),-1.403041507615228,NA,NA,NA,initial_occupancy,Passer cinnamomeus
psi(elev_sd),-0.20750800598958802,NA,NA,NA,initial_occupancy,Passer cinnamomeus
psi(texture_shannon),-1.7039858213861332,NA,NA,NA,initial_occupancy,Passer cinnamomeus
psi(npp_mean),-0.4648621561853302,NA,NA,NA,initial_occupancy,Passer cinnamomeus
psi(landcover_built),1.7201760918981581,NA,NA,NA,initial_occupancy,Passer cinnamomeus
col(Int),-7.305061953725231,NA,NA,NA,colonization,Passer cinnamomeus
col(block_index),1.464806680869157,NA,NA,NA,colonization,Passer cinnamomeus
col(built_rep),-0.263329809493909,NA,NA,NA,colonization,Passer cinnamomeus
col(npp_rep),-0.03712711423017851,NA,NA,NA,colonization,Passer cinnamomeus
ext(Int),13.393314601029243,NA,NA,NA,extinction,Passer cinnamomeus
ext(block_index),-0.360288038289384,NA,NA,NA,extinction,Passer cinnamomeus
ext(built_rep),351.17047947095847,NA,NA,NA,extinction,Passer cinnamomeus
ext(bio4),-524.6411465925249,NA,NA,NA,extinction,Passer cinnamomeus
p(Int),-2.7419687511210937,NA,NA,NA,other,Passer cinnamomeus
p(log_events),0.40905488489831215,NA,NA,NA,other,Passer cinnamomeus
p(log_observers),0.5089164519024268,NA,NA,NA,other,Passer cinnamomeus
p(duration_min),2.839437131819047e-7,NA,NA,NA,other,Passer cinnamomeus
psi(Int),-1.3277334254300117,NA,NA,NA,initial_occupancy,Eophona migratoria
psi(bio4),-0.4407777183222789,NA,NA,NA,initial_occupancy,Eophona migratoria
psi(elev_sd),0.0041644420901305115,NA,NA,NA,initial_occupancy,Eophona migratoria
psi(texture_shannon),-2.151234332628251,NA,NA,NA,initial_occupancy,Eophona migratoria
psi(npp_mean),-0.09214759906765428,NA,NA,NA,initial_occupancy,Eophona migratoria
psi(landcover_built),-5.3680415797997565,NA,NA,NA,initial_occupancy,Eophona migratoria
col(Int),-2.6839840361764487,NA,NA,NA,colonization,Eophona migratoria
col(block_index),0.1842195000270174,NA,NA,NA,colonization,Eophona migratoria
col(built_rep),0.13151164185978872,NA,NA,NA,colonization,Eophona migratoria
col(npp_rep),-0.050068704056478834,NA,NA,NA,colonization,Eophona migratoria
ext(Int),-2.605140737729064,NA,NA,NA,extinction,Eophona migratoria
ext(block_index),-0.12776115477522693,NA,NA,NA,extinction,Eophona migratoria
ext(built_rep),5.875663937246919,NA,NA,NA,extinction,Eophona migratoria
ext(bio4),-6.387970236129057,NA,NA,NA,extinction,Eophona migratoria
p(Int),-3.52492692329814,NA,NA,NA,other,Eophona migratoria
p(log_events),1.089415626793593,NA,NA,NA,other,Eophona migratoria
p(log_observers),0.06697192586852098,NA,NA,NA,other,Eophona migratoria
p(duration_min),4.1770521946734706e-7,NA,NA,NA,other,Eophona migratoria
psi(Int),-2.1693146219883137,NA,NA,NA,initial_occupancy,Emberiza elegans
psi(bio4),1.9725280695966543,NA,NA,NA,initial_occupancy,Emberiza elegans
psi(elev_sd),0.7670527690727251,NA,NA,NA,initial_occupancy,Emberiza elegans
psi(texture_shannon),-1.2324012651632326,NA,NA,NA,initial_occupancy,Emberiza elegans
psi(npp_mean),-1.6749161415564764,NA,NA,NA,initial_occupancy,Emberiza elegans
psi(landcover_built),-4.849103658462305,NA,NA,NA,initial_occupancy,Emberiza elegans
col(Int),-1.7493998451194401,NA,NA,NA,colonization,Emberiza elegans
col(block_index),-0.047713850927758795,NA,NA,NA,colonization,Emberiza elegans
col(built_rep),0.318643600273801,NA,NA,NA,colonization,Emberiza elegans
col(npp_rep),-0.22589650190669067,NA,NA,NA,colonization,Emberiza elegans
ext(Int),-4.126701448818016,NA,NA,NA,extinction,Emberiza elegans
ext(block_index),0.13995798028801446,NA,NA,NA,extinction,Emberiza elegans
ext(built_rep),0.8510635854396345,NA,NA,NA,extinction,Emberiza elegans
ext(bio4),-3.5930709607249214,NA,NA,NA,extinction,Emberiza elegans
p(Int),-3.203701334098078,NA,NA,NA,other,Emberiza elegans
p(log_events),1.1305179837943362,NA,NA,NA,other,Emberiza elegans
p(log_observers),-0.10531573219077915,NA,NA,NA,other,Emberiza elegans
p(duration_min),-6.304023168834967e-8,NA,NA,NA,other,Emberiza elegans
psi(Int),-1.9592520790292791,NA,NA,NA,initial_occupancy,Streptopelia decaocto
psi(bio4),5.3382554049794875,NA,NA,NA,initial_occupancy,Streptopelia decaocto
psi(elev_sd),2.8153321872797368,NA,NA,NA,initial_occupancy,Streptopelia decaocto
psi(texture_shannon),-2.2894269226568134,NA,NA,NA,initial_occupancy,Streptopelia decaocto
psi(npp_mean),-7.878145282008421,NA,NA,NA,initial_occupancy,Streptopelia decaocto
psi(landcover_built),0.7320174432255093,NA,NA,NA,initial_occupancy,Streptopelia decaocto
col(Int),-4.840134503339124,NA,NA,NA,colonization,Streptopelia decaocto
col(block_index),0.9152382555485504,NA,NA,NA,colonization,Streptopelia decaocto
col(built_rep),0.03441339022631777,NA,NA,NA,colonization,Streptopelia decaocto
col(npp_rep),1.6785298947200433,NA,NA,NA,colonization,Streptopelia decaocto
ext(Int),-9.167015359913554,NA,NA,NA,extinction,Streptopelia decaocto
ext(block_index),1.7403147066977014,NA,NA,NA,extinction,Streptopelia decaocto
ext(built_rep),-0.18024800799720808,NA,NA,NA,extinction,Streptopelia decaocto
ext(bio4),-0.37965064736871307,NA,NA,NA,extinction,Streptopelia decaocto
p(Int),-1.6363590502561554,NA,NA,NA,other,Streptopelia decaocto
p(log_events),0.22703495108909505,NA,NA,NA,other,Streptopelia decaocto
p(log_observers),0.44262083190342905,NA,NA,NA,other,Streptopelia decaocto
p(duration_min),2.0806849433798147e-7,NA,NA,NA,other,Streptopelia decaocto
psi(Int),-0.9186126042002322,NA,NA,NA,initial_occupancy,Pyrrhocorax pyrrhocorax
psi(bio4),1.1751244827870195,NA,NA,NA,initial_occupancy,Pyrrhocorax pyrrhocorax
psi(elev_sd),-0.5108329906862966,NA,NA,NA,initial_occupancy,Pyrrhocorax pyrrhocorax
psi(texture_shannon),0.28271629647896906,NA,NA,NA,initial_occupancy,Pyrrhocorax pyrrhocorax
psi(npp_mean),-1.4214838305561375,NA,NA,NA,initial_occupancy,Pyrrhocorax pyrrhocorax
psi(landcover_built),-0.13696745230029572,NA,NA,NA,initial_occupancy,Pyrrhocorax pyrrhocorax
col(Int),-5.7991325281853925,NA,NA,NA,colonization,Pyrrhocorax pyrrhocorax
col(block_index),0.9332384237851443,NA,NA,NA,colonization,Pyrrhocorax pyrrhocorax
col(built_rep),-0.17066447292163003,NA,NA,NA,colonization,Pyrrhocorax pyrrhocorax
col(npp_rep),0.3750189378710478,NA,NA,NA,colonization,Pyrrhocorax pyrrhocorax
ext(Int),-2.1301688241516126,NA,NA,NA,extinction,Pyrrhocorax pyrrhocorax
ext(block_index),-0.17392941654123378,NA,NA,NA,extinction,Pyrrhocorax pyrrhocorax
ext(built_rep),-0.18013889486216714,NA,NA,NA,extinction,Pyrrhocorax pyrrhocorax
ext(bio4),0.5896633335794594,NA,NA,NA,extinction,Pyrrhocorax pyrrhocorax
p(Int),-1.2754168771605965,NA,NA,NA,other,Pyrrhocorax pyrrhocorax
p(log_events),0.15680955747393363,NA,NA,NA,other,Pyrrhocorax pyrrhocorax
p(log_observers),0.5588295162825081,NA,NA,NA,other,Pyrrhocorax pyrrhocorax
p(duration_min),-6.443134607622304e-7,NA,NA,NA,other,Pyrrhocorax pyrrhocorax
psi(Int),14.604069216919632,NA,NA,NA,initial_occupancy,Motacilla tschutschensis
psi(bio4),-3.028004738508957,NA,NA,NA,initial_occupancy,Motacilla tschutschensis
psi(elev_sd),7.253875760021435,NA,NA,NA,initial_occupancy,Motacilla tschutschensis
psi(texture_shannon),-5.653624827039972,NA,NA,NA,initial_occupancy,Motacilla tschutschensis
psi(npp_mean),4.014367225430031,NA,NA,NA,initial_occupancy,Motacilla tschutschensis
psi(landcover_built),-6.585997197707266,NA,NA,NA,initial_occupancy,Motacilla tschutschensis
col(Int),3.26122307123688,NA,NA,NA,colonization,Motacilla tschutschensis
col(block_index),-7.301196099096071,NA,NA,NA,colonization,Motacilla tschutschensis
col(built_rep),4.643460303237198,NA,NA,NA,colonization,Motacilla tschutschensis
col(npp_rep),8.648053853402727,NA,NA,NA,colonization,Motacilla tschutschensis
ext(Int),8.397670763274467,NA,NA,NA,extinction,Motacilla tschutschensis
ext(block_index),-10.645540836960262,NA,NA,NA,extinction,Motacilla tschutschensis
ext(built_rep),-0.8166190939997809,NA,NA,NA,extinction,Motacilla tschutschensis
ext(bio4),-0.3018673292659779,NA,NA,NA,extinction,Motacilla tschutschensis
p(Int),-4.174460398320132,NA,NA,NA,other,Motacilla tschutschensis
p(log_events),1.058713140974872,NA,NA,NA,other,Motacilla tschutschensis
p(log_observers),-0.05543131042242237,NA,NA,NA,other,Motacilla tschutschensis
p(duration_min),1.0912590686322848e-7,NA,NA,NA,other,Motacilla tschutschensis
psi(Int),-1.7693846528724262,NA,NA,NA,initial_occupancy,Pycnonotus xanthorrhous
psi(bio4),2.137448139440236,NA,NA,NA,initial_occupancy,Pycnonotus xanthorrhous
psi(elev_sd),-1.5216436829931597,NA,NA,NA,initial_occupancy,Pycnonotus xanthorrhous
psi(texture_shannon),0.39452543714943356,NA,NA,NA,initial_occupancy,Pycnonotus xanthorrhous
psi(npp_mean),0.13332683440658422,NA,NA,NA,initial_occupancy,Pycnonotus xanthorrhous
psi(landcover_built),-3.515387228895528,NA,NA,NA,initial_occupancy,Pycnonotus xanthorrhous
col(Int),-4.952310567108697,NA,NA,NA,colonization,Pycnonotus xanthorrhous
col(block_index),0.6180874858899483,NA,NA,NA,colonization,Pycnonotus xanthorrhous
col(built_rep),-1.4310986353781086,NA,NA,NA,colonization,Pycnonotus xanthorrhous
col(npp_rep),0.175252428290841,NA,NA,NA,colonization,Pycnonotus xanthorrhous
ext(Int),-2.9887223900281703,NA,NA,NA,extinction,Pycnonotus xanthorrhous
ext(block_index),0.5179015245639466,NA,NA,NA,extinction,Pycnonotus xanthorrhous
ext(built_rep),-30.42959983077344,NA,NA,NA,extinction,Pycnonotus xanthorrhous
ext(bio4),72.92926077504788,NA,NA,NA,extinction,Pycnonotus xanthorrhous
p(Int),-1.4548702172808592,NA,NA,NA,other,Pycnonotus xanthorrhous
p(log_events),0.35943813406597297,NA,NA,NA,other,Pycnonotus xanthorrhous
p(log_observers),0.2942404231038279,NA,NA,NA,other,Pycnonotus xanthorrhous
p(duration_min),-1.5317171176728027e-7,NA,NA,NA,other,Pycnonotus xanthorrhous
psi(Int),-1.0555801027139844,NA,NA,NA,initial_occupancy,Tringa totanus
psi(bio4),-0.20033720631788768,NA,NA,NA,initial_occupancy,Tringa totanus
psi(elev_sd),0.37363427393672743,NA,NA,NA,initial_occupancy,Tringa totanus
psi(texture_shannon),-1.0212637100640964,NA,NA,NA,initial_occupancy,Tringa totanus
psi(npp_mean),0.5894565340627558,NA,NA,NA,initial_occupancy,Tringa totanus
psi(landcover_built),0.20104705050434798,NA,NA,NA,initial_occupancy,Tringa totanus
col(Int),-3.2774594971438273,NA,NA,NA,colonization,Tringa totanus
col(block_index),0.4714373829626971,NA,NA,NA,colonization,Tringa totanus
col(built_rep),0.035115789330611796,NA,NA,NA,colonization,Tringa totanus
col(npp_rep),-0.19648650186624836,NA,NA,NA,colonization,Tringa totanus
ext(Int),-2.780960452721508,NA,NA,NA,extinction,Tringa totanus
ext(block_index),0.06128758578261486,NA,NA,NA,extinction,Tringa totanus
ext(built_rep),-0.5484645398856831,NA,NA,NA,extinction,Tringa totanus
ext(bio4),-0.7236772902227847,NA,NA,NA,extinction,Tringa totanus
p(Int),-2.063989945587887,NA,NA,NA,other,Tringa totanus
p(log_events),0.37826237149389375,NA,NA,NA,other,Tringa totanus
p(log_observers),0.34600527204074055,NA,NA,NA,other,Tringa totanus
p(duration_min),2.212126474946799e-7,NA,NA,NA,other,Tringa totanus
psi(Int),16.04341804596376,NA,NA,NA,initial_occupancy,Lonchura striata
psi(bio4),44.63840510063118,NA,NA,NA,initial_occupancy,Lonchura striata
psi(elev_sd),-5.158941815389008,NA,NA,NA,initial_occupancy,Lonchura striata
psi(texture_shannon),-10.749166566704197,NA,NA,NA,initial_occupancy,Lonchura striata
psi(npp_mean),5.012009235990382,NA,NA,NA,initial_occupancy,Lonchura striata
psi(landcover_built),32.22268308274973,NA,NA,NA,initial_occupancy,Lonchura striata
col(Int),-6.553389193933081,NA,NA,NA,colonization,Lonchura striata
col(block_index),0.602380443465669,NA,NA,NA,colonization,Lonchura striata
col(built_rep),-1.151429768678198,NA,NA,NA,colonization,Lonchura striata
col(npp_rep),0.2935502752168331,NA,NA,NA,colonization,Lonchura striata
ext(Int),0.017335489192680874,NA,NA,NA,extinction,Lonchura striata
ext(block_index),-0.22292296608347917,NA,NA,NA,extinction,Lonchura striata
ext(built_rep),11.355745969098283,NA,NA,NA,extinction,Lonchura striata
ext(bio4),3.830168816839221,NA,NA,NA,extinction,Lonchura striata
p(Int),-3.084289244589947,NA,NA,NA,other,Lonchura striata
p(log_events),0.8165930060987996,NA,NA,NA,other,Lonchura striata
p(log_observers),0.26260668546859095,NA,NA,NA,other,Lonchura striata
p(duration_min),2.400851874269863e-7,NA,NA,NA,other,Lonchura striata
psi(Int),-1.0349350636644308,NA,NA,NA,initial_occupancy,Falco peregrinus
psi(bio4),9.765494583766026,NA,NA,NA,initial_occupancy,Falco peregrinus
psi(elev_sd),-7.696950825119595,NA,NA,NA,initial_occupancy,Falco peregrinus
psi(texture_shannon),4.9005140815018065,NA,NA,NA,initial_occupancy,Falco peregrinus
psi(npp_mean),-3.6135547586962344,NA,NA,NA,initial_occupancy,Falco peregrinus
psi(landcover_built),-3.397334074858458,NA,NA,NA,initial_occupancy,Falco peregrinus
col(Int),-2.7848884032257963,NA,NA,NA,colonization,Falco peregrinus
col(block_index),0.5860302637407082,NA,NA,NA,colonization,Falco peregrinus
col(built_rep),-0.7585009126397377,NA,NA,NA,colonization,Falco peregrinus
col(npp_rep),-0.7184903672864194,NA,NA,NA,colonization,Falco peregrinus
ext(Int),-4.167142921800818,NA,NA,NA,extinction,Falco peregrinus
ext(block_index),-0.8676741515853613,NA,NA,NA,extinction,Falco peregrinus
ext(built_rep),-14.499342276696797,NA,NA,NA,extinction,Falco peregrinus
ext(bio4),-1.8983515949770402,NA,NA,NA,extinction,Falco peregrinus
p(Int),-4.373665572411613,NA,NA,NA,other,Falco peregrinus
p(log_events),1.0642876894391642,NA,NA,NA,other,Falco peregrinus
p(log_observers),0.09016955366564296,NA,NA,NA,other,Falco peregrinus
p(duration_min),8.110972403314548e-8,NA,NA,NA,other,Falco peregrinus
psi(Int),56.559913435936814,NA,NA,NA,initial_occupancy,Pterorhinus sannio
psi(bio4),-5.699018334501234,NA,NA,NA,initial_occupancy,Pterorhinus sannio
psi(elev_sd),-25.250453137710334,NA,NA,NA,initial_occupancy,Pterorhinus sannio
psi(texture_shannon),25.6036388326462,NA,NA,NA,initial_occupancy,Pterorhinus sannio
psi(npp_mean),4.76403332274161,NA,NA,NA,initial_occupancy,Pterorhinus sannio
psi(landcover_built),267.8438296795145,NA,NA,NA,initial_occupancy,Pterorhinus sannio
col(Int),-4.70027691391253,NA,NA,NA,colonization,Pterorhinus sannio
col(block_index),0.5392507397405847,NA,NA,NA,colonization,Pterorhinus sannio
col(built_rep),-1.101260451866033,NA,NA,NA,colonization,Pterorhinus sannio
col(npp_rep),0.1800147724930781,NA,NA,NA,colonization,Pterorhinus sannio
ext(Int),63.87924944350949,NA,NA,NA,extinction,Pterorhinus sannio
ext(block_index),0.936802010867952,NA,NA,NA,extinction,Pterorhinus sannio
ext(built_rep),288.17722531737303,NA,NA,NA,extinction,Pterorhinus sannio
ext(bio4),8.820577027182384,NA,NA,NA,extinction,Pterorhinus sannio
p(Int),-1.7859627999351517,NA,NA,NA,other,Pterorhinus sannio
p(log_events),0.6244924478871365,NA,NA,NA,other,Pterorhinus sannio
p(log_observers),0.151859884648862,NA,NA,NA,other,Pterorhinus sannio
p(duration_min),-2.1138523580397175e-8,NA,NA,NA,other,Pterorhinus sannio
psi(Int),1.1694847998840088,NA,NA,NA,initial_occupancy,Tringa glareola
psi(bio4),1.312392786650858,NA,NA,NA,initial_occupancy,Tringa glareola
psi(elev_sd),-0.2755559689452909,NA,NA,NA,initial_occupancy,Tringa glareola
psi(texture_shannon),-0.6998412845014049,NA,NA,NA,initial_occupancy,Tringa glareola
psi(npp_mean),-0.609772327843777,NA,NA,NA,initial_occupancy,Tringa glareola
psi(landcover_built),3.7033545783364983,NA,NA,NA,initial_occupancy,Tringa glareola
col(Int),-5.702586814359045,NA,NA,NA,colonization,Tringa glareola
col(block_index),1.3539795473404708,NA,NA,NA,colonization,Tringa glareola
col(built_rep),-0.5692221460906738,NA,NA,NA,colonization,Tringa glareola
col(npp_rep),0.4958218297587172,NA,NA,NA,colonization,Tringa glareola
ext(Int),-0.8270078444727654,NA,NA,NA,extinction,Tringa glareola
ext(block_index),-0.5950830656798088,NA,NA,NA,extinction,Tringa glareola
ext(built_rep),0.18227368261572946,NA,NA,NA,extinction,Tringa glareola
ext(bio4),0.12005892676364971,NA,NA,NA,extinction,Tringa glareola
p(Int),-3.5025514472859633,NA,NA,NA,other,Tringa glareola
p(log_events),0.9325028111382258,NA,NA,NA,other,Tringa glareola
p(log_observers),-0.010787400568109073,NA,NA,NA,other,Tringa glareola
p(duration_min),1.1109039512224234e-7,NA,NA,NA,other,Tringa glareola
psi(Int),3.973858070690069,NA,NA,NA,initial_occupancy,Hypsipetes leucocephalus
psi(bio4),26.45845568080171,NA,NA,NA,initial_occupancy,Hypsipetes leucocephalus
psi(elev_sd),-3.3937062922237797,NA,NA,NA,initial_occupancy,Hypsipetes leucocephalus
psi(texture_shannon),-6.885616710017594,NA,NA,NA,initial_occupancy,Hypsipetes leucocephalus
psi(npp_mean),4.6507327468421495,NA,NA,NA,initial_occupancy,Hypsipetes leucocephalus
psi(landcover_built),-4.417802791269858,NA,NA,NA,initial_occupancy,Hypsipetes leucocephalus
col(Int),-8.051219573670657,NA,NA,NA,colonization,Hypsipetes leucocephalus
col(block_index),1.2448668576189865,NA,NA,NA,colonization,Hypsipetes leucocephalus
col(built_rep),-1.0342346684813677,NA,NA,NA,colonization,Hypsipetes leucocephalus
col(npp_rep),0.026877137976181263,NA,NA,NA,colonization,Hypsipetes leucocephalus
ext(Int),2.635844762975171,NA,NA,NA,extinction,Hypsipetes leucocephalus
ext(block_index),-0.3181592212107976,NA,NA,NA,extinction,Hypsipetes leucocephalus
ext(built_rep),18.35637904675323,NA,NA,NA,extinction,Hypsipetes leucocephalus
ext(bio4),10.705719262055009,NA,NA,NA,extinction,Hypsipetes leucocephalus
p(Int),-2.804047203095502,NA,NA,NA,other,Hypsipetes leucocephalus
p(log_events),0.9318446289127058,NA,NA,NA,other,Hypsipetes leucocephalus
p(log_observers),-0.00785142213874598,NA,NA,NA,other,Hypsipetes leucocephalus
p(duration_min),2.561024075223294e-7,NA,NA,NA,other,Hypsipetes leucocephalus
psi(Int),0.09559970007154014,NA,NA,NA,initial_occupancy,Carpodacus erythrinus
psi(bio4),-0.5039935317862362,NA,NA,NA,initial_occupancy,Carpodacus erythrinus
psi(elev_sd),0.05501927079059643,NA,NA,NA,initial_occupancy,Carpodacus erythrinus
psi(texture_shannon),-0.4158682499148166,NA,NA,NA,initial_occupancy,Carpodacus erythrinus
psi(npp_mean),0.11466769784190754,NA,NA,NA,initial_occupancy,Carpodacus erythrinus
psi(landcover_built),0.15160352927431964,NA,NA,NA,initial_occupancy,Carpodacus erythrinus
col(Int),-13.967380243534214,NA,NA,NA,colonization,Carpodacus erythrinus
col(block_index),3.1003440331740735,NA,NA,NA,colonization,Carpodacus erythrinus
col(built_rep),-5.395974822983098,NA,NA,NA,colonization,Carpodacus erythrinus
col(npp_rep),1.5509825354647846,NA,NA,NA,colonization,Carpodacus erythrinus
ext(Int),-2.391649531293421,NA,NA,NA,extinction,Carpodacus erythrinus
ext(block_index),-0.43987604975159117,NA,NA,NA,extinction,Carpodacus erythrinus
ext(built_rep),-3.678335926228625,NA,NA,NA,extinction,Carpodacus erythrinus
ext(bio4),0.43454376734707373,NA,NA,NA,extinction,Carpodacus erythrinus
p(Int),-2.9166998038122554,NA,NA,NA,other,Carpodacus erythrinus
p(log_events),0.5126009322778879,NA,NA,NA,other,Carpodacus erythrinus
p(log_observers),0.33302708338012504,NA,NA,NA,other,Carpodacus erythrinus
p(duration_min),-4.463859618183635e-8,NA,NA,NA,other,Carpodacus erythrinus
psi(Int),0.0550480587557958,NA,NA,NA,initial_occupancy,Aythya ferina
psi(bio4),1.7124250106260221,NA,NA,NA,initial_occupancy,Aythya ferina
psi(elev_sd),1.34580341833921,NA,NA,NA,initial_occupancy,Aythya ferina
psi(texture_shannon),-0.72137932639254565,NA,NA,NA,initial_occupancy,Aythya ferina
psi(npp_mean),-2.2017238993717,NA,NA,NA,initial_occupancy,Aythya ferina
psi(landcover_built),5.2383114402253295,NA,NA,NA,initial_occupancy,Aythya ferina
col(Int),-4.279659814960916,NA,NA,NA,colonization,Aythya ferina
col(block_index),0.8627607414296845,NA,NA,NA,colonization,Aythya ferina
col(built_rep),-0.4179284107719311,NA,NA,NA,colonization,Aythya ferina
col(npp_rep),0.37461531731039793,NA,NA,NA,colonization,Aythya ferina
ext(Int),-0.6261021694192384,NA,NA,NA,extinction,Aythya ferina
ext(block_index),-0.8310190609758157,NA,NA,NA,extinction,Aythya ferina
ext(built_rep),0.05611728143964862,NA,NA,NA,extinction,Aythya ferina
ext(bio4),-0.07024387490236968,NA,NA,NA,extinction,Aythya ferina
p(Int),-2.985832553020318,NA,NA,NA,other,Aythya ferina
p(log_events),0.7264498662524959,NA,NA,NA,other,Aythya ferina
