term,estimate,std.error,z_statistic,p_value,component,species
psi(bio4),-1.6589113767535764,NA,NA,NA,initial_occupancy,Lanius tephronotus
psi(elev_sd),-4.546587455434093,NA,NA,NA,initial_occupancy,Lanius tephronotus
psi(texture_shannon),4.2515321125476415,NA,NA,NA,initial_occupancy,Lanius tephronotus
psi(npp_mean),2.3436853472479613,NA,NA,NA,initial_occupancy,Lanius tephronotus
psi(landcover_built),41.39124738447578,NA,NA,NA,initial_occupancy,Lanius tephronotus
col(Int),-10.881231726808677,NA,NA,NA,colonization,Lanius tephronotus
col(block_index),2.121478174227625,NA,NA,NA,colonization,Lanius tephronotus
col(built_rep),0.0459350011814957,NA,NA,NA,colonization,Lanius tephronotus
col(npp_rep),-0.06688661608294864,NA,NA,NA,colonization,Lanius tephronotus
ext(Int),4.363615830547606,NA,NA,NA,extinction,Lanius tephronotus
ext(block_index),-0.2941385825320894,NA,NA,NA,extinction,Lanius tephronotus
ext(built_rep),26.130946038222927,NA,NA,NA,extinction,Lanius tephronotus
ext(bio4),0.21966942146763677,NA,NA,NA,extinction,Lanius tephronotus
p(Int),-2.0321290479358534,NA,NA,NA,other,Lanius tephronotus
p(log_events),0.4764796311360692,NA,NA,NA,other,Lanius tephronotus
p(log_observers),0.33269386439485016,NA,NA,NA,other,Lanius tephronotus
p(duration_min),-1.8608133323990787e-7,NA,NA,NA,other,Lanius tephronotus
psi(Int),0.24077614784136264,NA,NA,NA,initial_occupancy,Anthus spinoletta
psi(bio4),-4.062421586600091,NA,NA,NA,initial_occupancy,Anthus spinoletta
psi(elev_sd),1.5517920478545015,NA,NA,NA,initial_occupancy,Anthus spinoletta
psi(texture_shannon),-0.5952499105421548,NA,NA,NA,initial_occupancy,Anthus spinoletta
psi(npp_mean),6.582009382490899,NA,NA,NA,initial_occupancy,Anthus spinoletta
psi(landcover_built),-0.7505144581648056,NA,NA,NA,initial_occupancy,Anthus spinoletta
col(Int),-2.931650976006734,NA,NA,NA,colonization,Anthus spinoletta
col(block_index),0.5830802594847792,NA,NA,NA,colonization,Anthus spinoletta
col(built_rep),0.24580061509262374,NA,NA,NA,colonization,Anthus spinoletta
col(npp_rep),-1.9478601687254689,NA,NA,NA,colonization,Anthus spinoletta
ext(Int),-0.13407938030568378,NA,NA,NA,extinction,Anthus spinoletta
ext(block_index),-0.8072247975879375,NA,NA,NA,extinction,Anthus spinoletta
ext(built_rep),0.07849156569257355,NA,NA,NA,extinction,Anthus spinoletta
ext(bio4),-1.4779788108249774,NA,NA,NA,extinction,Anthus spinoletta
p(Int),-3.9410766411644893,NA,NA,NA,other,Anthus spinoletta
p(log_events),0.7400220535490789,NA,NA,NA,other,Anthus spinoletta
p(log_observers),0.24629190132801101,NA,NA,NA,other,Anthus spinoletta
p(duration_min),-6.131908282857778e-8,NA,NA,NA,other,Anthus spinoletta
psi(Int),-1.107481823330093,NA,NA,NA,initial_occupancy,Aythya nyroca
psi(bio4),0.8320131983067814,NA,NA,NA,initial_occupancy,Aythya nyroca
psi(elev_sd),0.35187431067180536,NA,NA,NA,initial_occupancy,Aythya nyroca
psi(texture_shannon),-0.1879257659090613,NA,NA,NA,initial_occupancy,Aythya nyroca
psi(npp_mean),-0.1426519927318143,NA,NA,NA,initial_occupancy,Aythya nyroca
psi(landcover_built),0.3290854008295687,NA,NA,NA,initial_occupancy,Aythya nyroca
col(Int),-5.145049879360854,NA,NA,NA,colonization,Aythya nyroca
col(block_index),1.204800296238155,NA,NA,NA,colonization,Aythya nyroca
col(built_rep),0.617161261512859,NA,NA,NA,colonization,Aythya nyroca
col(npp_rep),-0.2183318234103412,NA,NA,NA,colonization,Aythya nyroca
ext(Int),-1.5339181927575438,NA,NA,NA,extinction,Aythya nyroca
ext(block_index),-0.2132577809395843,NA,NA,NA,extinction,Aythya nyroca
ext(built_rep),0.9144584027211284,NA,NA,NA,extinction,Aythya nyroca
ext(bio4),-0.4119496093790745,NA,NA,NA,extinction,Aythya nyroca
p(Int),-3.259772611123914,NA,NA,NA,other,Aythya nyroca
p(log_events),0.5782834767913396,NA,NA,NA,other,Aythya nyroca
p(log_observers),0.35268291911922767,NA,NA,NA,other,Aythya nyroca
p(duration_min),2.890307320423388e-7,NA,NA,NA,other,Aythya nyroca
psi(Int),-1.534766999124401,NA,NA,NA,initial_occupancy,Phoenicurus ochruros
psi(bio4),1.041745716319697,NA,NA,NA,initial_occupancy,Phoenicurus ochruros
psi(elev_sd),-0.8449413797613687,NA,NA,NA,initial_occupancy,Phoenicurus ochruros
psi(texture_shannon),0.11711029239768862,NA,NA,NA,initial_occupancy,Phoenicurus ochruros
psi(npp_mean),-0.5816692997284231,NA,NA,NA,initial_occupancy,Phoenicurus ochruros
psi(landcover_built),-1.0707567574112364,NA,NA,NA,initial_occupancy,Phoenicurus ochruros
col(Int),-4.919522260526711,NA,NA,NA,colonization,Phoenicurus ochruros
col(block_index),0.6865368690830601,NA,NA,NA,colonization,Phoenicurus ochruros
col(built_rep),0.038248438531481944,NA,NA,NA,colonization,Phoenicurus ochruros
col(npp_rep),-0.06153317371715261,NA,NA,NA,colonization,Phoenicurus ochruros
ext(Int),-3.1214153686894957,NA,NA,NA,extinction,Phoenicurus ochruros
ext(block_index),0.20028631626042306,NA,NA,NA,extinction,Phoenicurus ochruros
ext(built_rep),-0.16517794149234316,NA,NA,NA,extinction,Phoenicurus ochruros
ext(bio4),0.6726786588695048,NA,NA,NA,extinction,Phoenicurus ochruros
p(Int),-1.2504020694681584,NA,NA,NA,other,Phoenicurus ochruros
p(log_events),-0.0934836351808028,NA,NA,NA,other,Phoenicurus ochruros
p(log_observers),0.6621392711112501,NA,NA,NA,other,Phoenicurus ochruros
p(duration_min),4.942211246316199e-7,NA,NA,NA,other,Phoenicurus ochruros
psi(Int),-1.1660101808681913,NA,NA,NA,initial_occupancy,Dicrurus hottentottus
psi(bio4),2.696864206184897,NA,NA,NA,initial_occupancy,Dicrurus hottentottus
psi(elev_sd),-2.881544831491811,NA,NA,NA,initial_occupancy,Dicrurus hottentottus
psi(texture_shannon),0.31742320881196556,NA,NA,NA,initial_occupancy,Dicrurus hottentottus
psi(npp_mean),0.8109092112993035,NA,NA,NA,initial_occupancy,Dicrurus hottentottus
psi(landcover_built),-5.003773593841667,NA,NA,NA,initial_occupancy,Dicrurus hottentottus
col(Int),-2.783044463680082,NA,NA,NA,colonization,Dicrurus hottentottus
col(block_index),0.6351307091171919,NA,NA,NA,colonization,Dicrurus hottentottus
col(built_rep),0.16405916722343133,NA,NA,NA,colonization,Dicrurus hottentottus
col(npp_rep),4.149934996266377,NA,NA,NA,colonization,Dicrurus hottentottus
ext(Int),-6.929352398643054,NA,NA,NA,extinction,Dicrurus hottentottus
ext(block_index),1.3294872518322975,NA,NA,NA,extinction,Dicrurus hottentottus
ext(built_rep),2.6536117758745696,NA,NA,NA,extinction,Dicrurus hottentottus
ext(bio4),1.1881138313721433,NA,NA,NA,extinction,Dicrurus hottentottus
p(Int),-4.153056488910132,NA,NA,NA,other,Dicrurus hottentottus
p(log_events),1.0734082151681064,NA,NA,NA,other,Dicrurus hottentottus
p(log_observers),-0.061287219686502345,NA,NA,NA,other,Dicrurus hottentottus
p(duration_min),1.817723981346684e-7,NA,NA,NA,other,Dicrurus hottentottus
psi(Int),-1.5891559376000497,NA,NA,NA,initial_occupancy,Tringa erythropus
psi(bio4),-0.2016018012601355,NA,NA,NA,initial_occupancy,Tringa erythropus
psi(elev_sd),-0.084650363377995,NA,NA,NA,initial_occupancy,Tringa erythropus
psi(texture_shannon),0.5119846687137424,NA,NA,NA,initial_occupancy,Tringa erythropus
psi(npp_mean),0.7646432740663063,NA,NA,NA,initial_occupancy,Tringa erythropus
psi(landcover_built),-0.3877169937963185,NA,NA,NA,initial_occupancy,Tringa erythropus
col(Int),-3.496230776661646,NA,NA,NA,colonization,Tringa erythropus
col(block_index),0.5009144018954812,NA,NA,NA,colonization,Tringa erythropus
col(built_rep),-0.3082666782742731,NA,NA,NA,colonization,Tringa erythropus
col(npp_rep),-0.39492368212470474,NA,NA,NA,colonization,Tringa erythropus
ext(Int),-2.2803248142440045,NA,NA,NA,extinction,Tringa erythropus
ext(block_index),-0.3372852309877416,NA,NA,NA,extinction,Tringa erythropus
ext(built_rep),-3.4507835195781698,NA,NA,NA,extinction,Tringa erythropus
ext(bio4),-0.8760208322504386,NA,NA,NA,extinction,Tringa erythropus
p(Int),-2.9314079767269847,NA,NA,NA,other,Tringa erythropus
p(log_events),0.6596422010537246,NA,NA,NA,other,Tringa erythropus
p(log_observers),0.17188747795513806,NA,NA,NA,other,Tringa erythropus
p(duration_min),-7.975550859505794e-9,NA,NA,NA,other,Tringa erythropus
psi(Int),-1.0615979539580247,NA,NA,NA,initial_occupancy,Leiothrix lutea
psi(bio4),0.2984450001204429,NA,NA,NA,initial_occupancy,Leiothrix lutea
psi(elev_sd),-3.934907972080411,NA,NA,NA,initial_occupancy,Leiothrix lutea
psi(texture_shannon),1.0511986838202372,NA,NA,NA,initial_occupancy,Leiothrix lutea
psi(npp_mean),3.530938534669077,NA,NA,NA,initial_occupancy,Leiothrix lutea
psi(landcover_built),-3.5738599108976725,NA,NA,NA,initial_occupancy,Leiothrix lutea
col(Int),-4.752896983977064,NA,NA,NA,colonization,Leiothrix lutea
col(block_index),0.4105141957177401,NA,NA,NA,colonization,Leiothrix lutea
col(built_rep),-1.7438109149119125,NA,NA,NA,colonization,Leiothrix lutea
col(npp_rep),0.40539286882393405,NA,NA,NA,colonization,Leiothrix lutea
ext(Int),-0.8486750997631498,NA,NA,NA,extinction,Leiothrix lutea
ext(block_index),-0.08647620216448546,NA,NA,NA,extinction,Leiothrix lutea
ext(built_rep),4.34562108455473,NA,NA,NA,extinction,Leiothrix lutea
ext(bio4),1.2620443012963054,NA,NA,NA,extinction,Leiothrix lutea
p(Int),-2.7823062871757633,NA,NA,NA,other,Leiothrix lutea
p(log_events),0.7896262165293164,NA,NA,NA,other,Leiothrix lutea
p(log_observers),0.05032719298116426,NA,NA,NA,other,Leiothrix lutea
p(duration_min),4.94940603964509e-7,NA,NA,NA,other,Leiothrix lutea
psi(Int),15.019270346615722,NA,NA,NA,initial_occupancy,Elanus caeruleus
psi(bio4),-1.2912051804834141,NA,NA,NA,initial_occupancy,Elanus caeruleus
psi(elev_sd),-6.9814576113519955,NA,NA,NA,initial_occupancy,Elanus caeruleus
psi(texture_shannon),8.824143045964794,NA,NA,NA,initial_occupancy,Elanus caeruleus
psi(npp_mean),1.0314216990621987,NA,NA,NA,initial_occupancy,Elanus caeruleus
psi(landcover_built),74.46188801498703,NA,NA,NA,initial_occupancy,Elanus caeruleus
col(Int),-6.178635212926796,NA,NA,NA,colonization,Elanus caeruleus
col(block_index),1.1004066727342923,NA,NA,NA,colonization,Elanus caeruleus
col(built_rep),0.05038674837492253,NA,NA,NA,colonization,Elanus caeruleus
col(npp_rep),0.06281731572186704,NA,NA,NA,colonization,Elanus caeruleus
ext(Int),122.39491857448682,NA,NA,NA,extinction,Elanus caeruleus
ext(block_index),-89.22279106119474,NA,NA,NA,extinction,Elanus caeruleus
ext(built_rep),175.9561185746129,NA,NA,NA,extinction,Elanus caeruleus
ext(bio4),13.87545690164897,NA,NA,NA,extinction,Elanus caeruleus
p(Int),-3.329297092074413,NA,NA,NA,other,Elanus caeruleus
p(log_events),0.6861500727891928,NA,NA,NA,other,Elanus caeruleus
p(log_observers),0.3643124868022092,NA,NA,NA,other,Elanus caeruleus
p(duration_min),-2.218681579846361e-7,NA,NA,NA,other,Elanus caeruleus
psi(Int),-1.2005605007906865,NA,NA,NA,initial_occupancy,Mareca falcata
psi(bio4),0.31191819927533326,NA,NA,NA,initial_occupancy,Mareca falcata
psi(elev_sd),0.252439377091455,NA,NA,NA,initial_occupancy,Mareca falcata
psi(texture_shannon),-0.06297502130000195,NA,NA,NA,initial_occupancy,Mareca falcata
psi(npp_mean),-0.20471062232973875,NA,NA,NA,initial_occupancy,Mareca falcata
psi(landcover_built),0.23731676550449177,NA,NA,NA,initial_occupancy,Mareca falcata
col(Int),-5.495947374717452,NA,NA,NA,colonization,Mareca falcata
col(block_index),1.222820988115551,NA,NA,NA,colonization,Mareca falcata
col(built_rep),-0.15608794070309875,NA,NA,NA,colonization,Mareca falcata
col(npp_rep),0.4085998703795225,NA,NA,NA,colonization,Mareca falcata
ext(Int),-4.117699250043296,NA,NA,NA,extinction,Mareca falcata
ext(block_index),0.3059631197284414,NA,NA,NA,extinction,Mareca falcata
ext(built_rep),-0.08061598315362038,NA,NA,NA,extinction,Mareca falcata
ext(bio4),0.4119876665833929,NA,NA,NA,extinction,Mareca falcata
p(Int),-3.745669015018931,NA,NA,NA,other,Mareca falcata
p(log_events),0.8306792439740945,NA,NA,NA,other,Mareca falcata
p(log_observers),0.22928392534787478,NA,NA,NA,other,Mareca falcata
p(duration_min),-1.5576352150128e-8,NA,NA,NA,other,Mareca falcata
psi(Int),-0.8109549974268746,NA,NA,NA,initial_occupancy,Emberiza godlewskii
psi(bio4),0.20202494964858347,NA,NA,NA,initial_occupancy,Emberiza godlewskii
psi(elev_sd),-0.2223957127889073,NA,NA,NA,initial_occupancy,Emberiza godlewskii
psi(texture_shannon),0.16715678936067213,NA,NA,NA,initial_occupancy,Emberiza godlewskii
psi(npp_mean),-0.5630200861526986,NA,NA,NA,initial_occupancy,Emberiza godlewskii
psi(landcover_built),0.37772542115798113,NA,NA,NA,initial_occupancy,Emberiza godlewskii
col(Int),-5.212028255556979,NA,NA,NA,colonization,Emberiza godlewskii
col(block_index),0.7229212055595428,NA,NA,NA,colonization,Emberiza godlewskii
col(built_rep),0.15604405877755334,NA,NA,NA,colonization,Emberiza godlewskii
col(npp_rep),-0.16450779140891772,NA,NA,NA,colonization,Emberiza godlewskii
ext(Int),-2.361174597705897,NA,NA,NA,extinction,Emberiza godlewskii
ext(block_index),0.14464783129047692,NA,NA,NA,extinction,Emberiza godlewskii
ext(built_rep),1.164181902280328,NA,NA,NA,extinction,Emberiza godlewskii
ext(bio4),-1.5892816700713037,NA,NA,NA,extinction,Emberiza godlewskii
p(Int),-2.0962087388978876,NA,NA,NA,other,Emberiza godlewskii
p(log_events),0.7633108548778883,NA,NA,NA,other,Emberiza godlewskii
p(log_observers),-0.029394736733950294,NA,NA,NA,other,Emberiza godlewskii
p(duration_min),-1.870199740986862e-9,NA,NA,NA,other,Emberiza godlewskii
psi(Int),-1.7259813457582704,NA,NA,NA,initial_occupancy,Gyps himalayensis
psi(bio4),1.3932787638777366,NA,NA,NA,initial_occupancy,Gyps himalayensis
psi(elev_sd),-0.9956055575816788,NA,NA,NA,initial_occupancy,Gyps himalayensis
psi(texture_shannon),0.36979152024162015,NA,NA,NA,initial_occupancy,Gyps himalayensis
psi(npp_mean),-0.908460726238988,NA,NA,NA,initial_occupancy,Gyps himalayensis
psi(landcover_built),-0.27279427378142074,NA,NA,NA,initial_occupancy,Gyps himalayensis
col(Int),-5.10060286138137,NA,NA,NA,colonization,Gyps himalayensis
col(block_index),0.5871905963049234,NA,NA,NA,colonization,Gyps himalayensis
col(built_rep),-0.4929234685261887,NA,NA,NA,colonization,Gyps himalayensis
col(npp_rep),0.09803420348885028,NA,NA,NA,colonization,Gyps himalayensis
ext(Int),-2.7883935636513857,NA,NA,NA,extinction,Gyps himalayensis
ext(block_index),-0.26290964506282966,NA,NA,NA,extinction,Gyps himalayensis
ext(built_rep),-0.18689089425490976,NA,NA,NA,extinction,Gyps himalayensis
ext(bio4),1.8058002536034328,NA,NA,NA,extinction,Gyps himalayensis
p(Int),-1.2185706563471677,NA,NA,NA,other,Gyps himalayensis
p(log_events),0.5667457323598717,NA,NA,NA,other,Gyps himalayensis
p(log_observers),0.07801356560765875,NA,NA,NA,other,Gyps himalayensis
p(duration_min),-1.6071197359523472e-7,NA,NA,NA,other,Gyps himalayensis
psi(Int),-5.453124783838369e-13,NA,NA,NA,initial_occupancy,Tadorna tadorna
psi(bio4),5.010926399664936e-14,NA,NA,NA,initial_occupancy,Tadorna tadorna
psi(elev_sd),6.25622961664115e-14,NA,NA,NA,initial_occupancy,Tadorna tadorna
psi(texture_shannon),-6.094005455255148e-14,NA,NA,NA,initial_occupancy,Tadorna tadorna
psi(npp_mean),9.011556810011946e-14,NA,NA,NA,initial_occupancy,Tadorna tadorna
psi(landcover_built),1.244635798478586e-13,NA,NA,NA,initial_occupancy,Tadorna tadorna
col(Int),-4.659362957437627e-12,NA,NA,NA,colonization,Tadorna tadorna
col(block_index),-1.3562722945811852e-11,NA,NA,NA,colonization,Tadorna tadorna
col(built_rep),4.0229037064769506e-13,NA,NA,NA,colonization,Tadorna tadorna
col(npp_rep),7.430377824584949e-13,NA,NA,NA,colonization,Tadorna tadorna
ext(Int),1.3481270732217458e-12,NA,NA,NA,extinction,Tadorna tadorna
ext(block_index),3.4238107547895197e-12,NA,NA,NA,extinction,Tadorna tadorna
ext(built_rep),-1.8188340468354234e-13,NA,NA,NA,extinction,Tadorna tadorna
ext(bio4),-3.456479699018257e-13,NA,NA,NA,extinction,Tadorna tadorna
p(Int),-4.385384079286764e-12,NA,NA,NA,other,Tadorna tadorna
p(log_events),1.3841236619703633e-12,NA,NA,NA,other,Tadorna tadorna
p(log_observers),4.868994852857041e-13,NA,NA,NA,other,Tadorna tadorna
p(duration_min),-3.456256063685091e-10,NA,NA,NA,other,Tadorna tadorna
psi(Int),-2.4612998628739313,NA,NA,NA,initial_occupancy,Turdus naumanni
psi(bio4),31.883016502471804,NA,NA,NA,initial_occupancy,Turdus naumanni
psi(elev_sd),-0.5850865320437764,NA,NA,NA,initial_occupancy,Turdus naumanni
psi(texture_shannon),-2.7297730459406533,NA,NA,NA,initial_occupancy,Turdus naumanni
psi(npp_mean),-26.63707458121357,NA,NA,NA,initial_occupancy,Turdus naumanni
psi(landcover_built),0.35529071971338916,NA,NA,NA,initial_occupancy,Turdus naumanni
col(Int),-4.029472196951671,NA,NA,NA,colonization,Turdus naumanni
col(block_index),0.8300676149129954,NA,NA,NA,colonization,Turdus naumanni
col(built_rep),-0.17945473091272277,NA,NA,NA,colonization,Turdus naumanni
col(npp_rep),0.3893199623557928,NA,NA,NA,colonization,Turdus naumanni
ext(Int),-17.841677371106606,NA,NA,NA,extinction,Turdus naumanni
ext(block_index),3.8244966736218697,NA,NA,NA,extinction,Turdus naumanni
ext(built_rep),0.0549678434295485,NA,NA,NA,extinction,Turdus naumanni
ext(bio4),-0.598355392544606,NA,NA,NA,extinction,Turdus naumanni
p(Int),-4.033293298783665,NA,NA,NA,other,Turdus naumanni
p(log_events),1.1726105970321696,NA,NA,NA,other,Turdus naumanni
p(log_observers),-0.19135364194602394,NA,NA,NA,other,Turdus naumanni
p(duration_min),-6.524090118877926e-7,NA,NA,NA,other,Turdus naumanni
psi(Int),-3.11406389498683,NA,NA,NA,initial_occupancy,Parus monticolus
psi(bio4),-19.373770680219238,NA,NA,NA,initial_occupancy,Parus monticolus
psi(elev_sd),-3.3288819406795325,NA,NA,NA,initial_occupancy,Parus monticolus
psi(texture_shannon),-3.709899755810196,NA,NA,NA,initial_occupancy,Parus monticolus
psi(npp_mean),1.3167295440971998,NA,NA,NA,initial_occupancy,Parus monticolus
psi(landcover_built),0.16980925692290627,NA,NA,NA,initial_occupancy,Parus monticolus
col(Int),-6.469675049560511,NA,NA,NA,colonization,Parus monticolus
col(block_index),0.711006178844143,NA,NA,NA,colonization,Parus monticolus
col(built_rep),-1.478882415527214,NA,NA,NA,colonization,Parus monticolus
col(npp_rep),-0.002652548294480042,NA,NA,NA,colonization,Parus monticolus
ext(Int),-3.5598897170755763,NA,NA,NA,extinction,Parus monticolus
ext(block_index),0.4129806099620716,NA,NA,NA,extinction,Parus monticolus
ext(built_rep),18.66952890997247,NA,NA,NA,extinction,Parus monticolus
ext(bio4),-25.75537303444624,NA,NA,NA,extinction,Parus monticolus
p(Int),-1.7668005423946627,NA,NA,NA,other,Parus monticolus
p(log_events),0.811786116696758,NA,NA,NA,other,Parus monticolus
p(log_observers),-0.0460669163658668,NA,NA,NA,other,Parus monticolus
p(duration_min),-2.4949571837313996e-8,NA,NA,NA,other,Parus monticolus
psi(Int),-4.802235421261343,NA,NA,NA,initial_occupancy,Dicrurus leucophaeus
psi(bio4),-41.94629496017475,NA,NA,NA,initial_occupancy,Dicrurus leucophaeus
psi(elev_sd),-10.302419389494249,NA,NA,NA,initial_occupancy,Dicrurus leucophaeus
psi(texture_shannon),-26.47595988223255,NA,NA,NA,initial_occupancy,Dicrurus leucophaeus
psi(npp_mean),10.282056858891256,NA,NA,NA,initial_occupancy,Dicrurus leucophaeus
psi(landcover_built),-17.71335648411726,NA,NA,NA,initial_occupancy,Dicrurus leucophaeus
col(Int),-13.057215818576909,NA,NA,NA,colonization,Dicrurus leucophaeus
col(block_index),2.7274186235556255,NA,NA,NA,colonization,Dicrurus leucophaeus
col(built_rep),-1.5943251777451963,NA,NA,NA,colonization,Dicrurus leucophaeus
col(npp_rep),0.16447908032216316,NA,NA,NA,colonization,Dicrurus leucophaeus
ext(Int),-0.4637158328632415,NA,NA,NA,extinction,Dicrurus leucophaeus
ext(block_index),0.19595240030832412,NA,NA,NA,extinction,Dicrurus leucophaeus
ext(built_rep),34.40736752790444,NA,NA,NA,extinction,Dicrurus leucophaeus
ext(bio4),-34.373129069933746,NA,NA,NA,extinction,Dicrurus leucophaeus
p(Int),-3.546197161365388,NA,NA,NA,other,Dicrurus leucophaeus
p(log_events),0.9157266133364179,NA,NA,NA,other,Dicrurus leucophaeus
p(log_observers),0.02428704140438488,NA,NA,NA,other,Dicrurus leucophaeus
p(duration_min),1.0737420749801415e-7,NA,NA,NA,other,Dicrurus leucophaeus
psi(Int),-2.039556151810148,NA,NA,NA,initial_occupancy,Platalea leucorodia
