grid_cell,year,source_short,n_visits,n_observers,n_species,n_birding_days
196565,2024,China_Birdwatch,1,1,8,1
244620,2024,China_Birdwatch,1,1,26,1
197311,2024,China_Birdwatch,3,3,26,3
205522,2024,China_Birdwatch,13,13,40,13
216428,2024,China_Birdwatch,6,5,27,6
211710,2024,China_Birdwatch,3,1,33,3
185648,2024,China_Birdwatch,5,5,13,4
196626,2024,China_Birdwatch,6,3,48,5
219862,2024,China_Birdwatch,6,6,83,5
241784,2024,China_Birdwatch,3,3,15,3
237086,2024,China_Birdwatch,10,6,75,7
221919,2024,China_Birdwatch,3,1,37,3
217114,2024,China_Birdwatch,2,2,27,2
232284,2024,China_Birdwatch,4,2,28,4
151432,2001,eBird_GBIF,2,1,52,2
152760,2001,eBird_GBIF,2,1,21,2
235832,2001,eBird_GBIF,4,2,31,4
145920,2002,eBird_GBIF,2,2,5,2
205554,2002,eBird_GBIF,1,1,22,1
205554,2003,eBird_GBIF,1,1,9,1
189136,2003,eBird_GBIF,1,1,10,1
148656,2003,eBird_GBIF,1,1,14,1
147294,2003,eBird_GBIF,2,1,19,2
227571,2004,eBird_GBIF,3,2,24,3
193091,2004,eBird_GBIF,1,1,20,1
148657,2004,eBird_GBIF,1,1,24,1
152769,2005,eBird_GBIF,7,7,34,7
152760,2005,eBird_GBIF,3,2,48,3
205412,2007,eBird_GBIF,1,1,20,1
190360,2007,eBird_GBIF,1,1,1,1
202119,2008,eBird_GBIF,1,1,10,1
149343,2008,China_Birdwatch,1,1,30,1
148656,2008,eBird_GBIF,3,3,14,3
145914,2009,eBird_GBIF,6,4,36,6
201335,2009,eBird_GBIF,4,2,49,4
190360,2009,eBird_GBIF,1,1,19,1
228892,2009,eBird_GBIF,2,1,12,2
147290,2009,eBird_GBIF,1,1,25,1
233075,2009,eBird_GBIF,2,1,12,2
149342,2010,eBird_GBIF,8,3,24,8
235824,2010,eBird_GBIF,1,1,1,1
233075,2010,eBird_GBIF,3,2,24,3
147286,2010,eBird_GBIF,1,1,4,1
165686,2011,China_Birdwatch,1,1,25,1
148656,2011,eBird_GBIF,6,6,21,6
183486,2011,eBird_GBIF,1,1,40,1
143184,2011,eBird_GBIF,1,1,7,1
149342,2011,eBird_GBIF,2,2,23,2
145913,2012,eBird_GBIF,2,2,27,2
227572,2012,China_Birdwatch,3,1,10,3
156191,2012,eBird_GBIF,5,4,52,4
164315,2012,eBird_GBIF,2,2,13,1
200650,2012,eBird_GBIF,2,2,11,1
200649,2012,eBird_GBIF,6,2,19,3
154133,2012,eBird_GBIF,3,2,24,2
152760,2012,eBird_GBIF,2,2,24,2
185536,2013,eBird_GBIF,5,5,22,4
227572,2013,China_Birdwatch,1,1,8,1
202790,2013,eBird_GBIF,3,3,42,3
148656,2013,eBird_GBIF,9,9,32,7
206973,2013,eBird_GBIF,2,1,3,2
152760,2013,eBird_GBIF,3,3,31,3
148656,2014,eBird_GBIF,12,12,43,10
190478,2014,eBird_GBIF,1,1,18,1
234451,2014,eBird_GBIF,5,3,9,5
236515,2014,eBird_GBIF,2,2,9,2
230298,2014,eBird_GBIF,1,1,23,1
176732,2014,eBird_GBIF,7,7,21,5
225540,2014,eBird_GBIF,2,2,60,1
188953,2014,eBird_GBIF,1,1,26,1
186215,2014,eBird_GBIF,2,2,21,2
185536,2014,eBird_GBIF,8,6,43,7
154819,2014,eBird_GBIF,3,3,36,2
147962,2014,eBird_GBIF,4,4,33,2
231022,2014,eBird_GBIF,1,1,10,1
195309,2014,eBird_GBIF,1,1,17,1
148653,2014,China_Birdwatch,1,1,16,1
194548,2014,eBird_GBIF,1,1,17,1
195235,2014,China_Birdwatch,1,1,19,1
206196,2014,eBird_GBIF,3,2,44,3
169207,2014,eBird_GBIF,1,1,21,1
145920,2014,eBird_GBIF,4,4,27,4
202790,2015,China_Birdwatch,1,1,27,1
202818,2015,China_Birdwatch,2,2,11,2
152077,2015,eBird_GBIF,2,2,24,2
150023,2015,eBird_GBIF,3,3,11,2
152760,2015,eBird_GBIF,1,1,12,1
236515,2015,eBird_GBIF,5,3,30,5
190360,2015,eBird_GBIF,1,1,12,1
189136,2015,eBird_GBIF,3,3,43,3
148656,2015,eBird_GBIF,16,15,44,12
146603,2015,eBird_GBIF,2,2,12,2
184845,2015,eBird_GBIF,1,1,2,1
202131,2015,China_Birdwatch,1,1,11,1
148648,2015,China_Birdwatch,2,2,40,2
151391,2015,eBird_GBIF,2,2,23,1
230917,2016,China_Birdwatch,1,1,24,1
202816,2016,China_Birdwatch,1,1,14,1
190475,2016,eBird_GBIF,1,1,23,1
146603,2016,eBird_GBIF,5,5,26,3
204252,2016,China_Birdwatch,1,1,16,1
181420,2016,eBird_GBIF,2,2,28,2
146606,2016,eBird_GBIF,3,1,15,3
191046,2016,eBird_GBIF,4,3,16,4
212993,2016,China_Birdwatch,1,1,26,1
185535,2016,eBird_GBIF,53,3,43,53
152074,2016,China_Birdwatch,1,1,14,1
151391,2016,eBird_GBIF,7,7,16,1
229578,2016,eBird_GBIF,1,1,1,1
201444,2016,China_Birdwatch,1,1,10,1
152767,2016,eBird_GBIF,3,2,15,3
145914,2016,eBird_GBIF,4,3,34,3
186905,2016,eBird_GBIF,4,1,25,4
175364,2016,China_Birdwatch,1,1,17,1
228258,2016,eBird_GBIF,1,1,8,1
145913,2016,eBird_GBIF,4,4,28,1
185535,2017,eBird_GBIF,83,4,43,81
193153,2017,China_Birdwatch,3,1,20,3
186905,2017,eBird_GBIF,6,2,32,5
148656,2017,China_Birdwatch,1,1,14,1
195949,2017,eBird_GBIF,2,1,13,2
183694,2017,eBird_GBIF,2,1,4,2
176832,2017,eBird_GBIF,3,1,25,3
192468,2017,China_Birdwatch,22,1,53,22
153455,2017,China_Birdwatch,2,1,13,2
151390,2017,eBird_GBIF,3,3,31,3
146593,2017,eBird_GBIF,1,1,8,1
191047,2017,eBird_GBIF,4,3,32,4
176732,2017,eBird_GBIF,9,9,42,5
152760,2017,eBird_GBIF,2,2,21,2
185536,2017,eBird_GBIF,5,4,65,4
191025,2017,eBird_GBIF,1,1,16,1
227568,2017,China_Birdwatch,1,1,18,1
149341,2017,eBird_GBIF,6,4,29,4
190335,2017,eBird_GBIF,2,1,13,2
203502,2017,China_Birdwatch,1,1,13,1
191020,2017,eBird_GBIF,2,1,23,2
151391,2017,eBird_GBIF,4,3,26,4
152764,2017,China_Birdwatch,2,1,9,2
141852,2017,eBird_GBIF,1,1,13,1
152764,2017,eBird_GBIF,5,5,27,3
246084,2017,eBird_GBIF,2,2,21,1
202826,2017,eBird_GBIF,2,2,19,2
147277,2017,eBird_GBIF,1,1,8,1
174668,2017,eBird_GBIF,4,4,22,2
189663,2018,eBird_GBIF,1,1,4,1
238495,2018,eBird_GBIF,1,1,23,1
238496,2018,eBird_GBIF,2,2,26,2
228257,2018,eBird_GBIF,9,4,27,8
185677,2018,eBird_GBIF,5,1,29,5
200812,2018,eBird_GBIF,8,2,42,5
195949,2018,eBird_GBIF,1,1,4,1
237876,2018,eBird_GBIF,1,1,18,1
145914,2018,China_Birdwatch,1,1,24,1
190510,2018,China_Birdwatch,1,1,7,1
152074,2018,China_Birdwatch,2,2,14,1
167749,2018,eBird_GBIF,1,1,14,1
166374,2018,eBird_GBIF,9,9,26,3
165002,2018,eBird_GBIF,4,4,30,3
165003,2018,eBird_GBIF,2,2,25,1
166377,2018,eBird_GBIF,2,2,34,2
165686,2018,eBird_GBIF,1,1,13,1
191025,2018,eBird_GBIF,1,1,31,1
191020,2018,eBird_GBIF,3,1,27,3
148650,2018,eBird_GBIF,7,6,38,4
174678,2018,eBird_GBIF,2,2,13,2
228280,2018,eBird_GBIF,1,1,6,1
167063,2018,eBird_GBIF,4,2,24,4
190509,2018,China_Birdwatch,1,1,8,1
163800,2018,China_Birdwatch,1,1,7,1
154133,2018,eBird_GBIF,3,2,26,3
206872,2018,China_Birdwatch,1,1,30,1
195143,2018,eBird_GBIF,1,1,5,1
152759,2018,eBird_GBIF,5,4,31,2
151391,2018,eBird_GBIF,3,3,26,3
146608,2018,eBird_GBIF,6,3,41,5
186389,2018,China_Birdwatch,1,1,12,1
186388,2018,China_Birdwatch,1,1,15,1
201335,2018,China_Birdwatch,2,2,51,2
191019,2018,China_Birdwatch,1,1,17,1
204189,2018,China_Birdwatch,2,1,17,2
153492,2018,eBird_GBIF,2,2,18,2
148656,2018,China_Birdwatch,1,1,2,1
176836,2018,eBird_GBIF,1,1,9,1
202819,2018,China_Birdwatch,3,2,36,3
152080,2018,eBird_GBIF,2,2,21,2
204877,2018,eBird_GBIF,1,1,6,1
207558,2018,China_Birdwatch,3,1,50,3
150021,2018,eBird_GBIF,2,1,17,2
155508,2018,eBird_GBIF,1,1,7,1
152050,2018,eBird_GBIF,1,1,7,1
156878,2018,eBird_GBIF,11,9,42,5
156192,2018,China_Birdwatch,5,5,43,5
153425,2018,eBird_GBIF,2,2,60,2
178807,2018,eBird_GBIF,1,1,6,1
194546,2018,China_Birdwatch,1,1,29,1
193151,2019,China_Birdwatch,1,1,1,1
147964,2019,eBird_GBIF,5,1,68,5
165002,2019,eBird_GBIF,15,15,51,5
166374,2019,eBird_GBIF,2,2,31,1
195949,2019,eBird_GBIF,6,1,19,6
144541,2019,eBird_GBIF,1,1,7,1
144542,2019,eBird_GBIF,2,2,16,1
151391,2019,eBird_GBIF,2,2,26,2
192467,2019,China_Birdwatch,8,1,38,8
154176,2019,eBird_GBIF,2,2,20,2
193833,2019,China_Birdwatch,1,1,4,1
248831,2019,eBird_GBIF,6,3,24,6
150023,2019,eBird_GBIF,4,4,10,4
228815,2019,eBird_GBIF,1,1,31,1
206866,2019,eBird_GBIF,2,1,15,2
206986,2019,eBird_GBIF,1,1,17,1
226884,2019,eBird_GBIF,1,1,18,1
192468,2019,China_Birdwatch,3,1,26,3
200126,2019,China_Birdwatch,2,1,34,2
152074,2019,China_Birdwatch,2,2,34,2
187065,2019,China_Birdwatch,1,1,23,1
146601,2019,China_Birdwatch,1,1,17,1
190360,2019,China_Birdwatch,3,3,31,3
202790,2019,eBird_GBIF,2,1,37,2
152121,2019,eBird_GBIF,3,3,21,1
149338,2019,eBird_GBIF,2,2,37,2
195309,2019,eBird_GBIF,4,4,32,4
195309,2019,China_Birdwatch,1,1,4,1
182791,2019,eBird_GBIF,5,2,50,5
152759,2019,eBird_GBIF,11,4,55,8
188952,2019,eBird_GBIF,4,4,21,2
191047,2019,eBird_GBIF,8,4,16,8
191046,2019,eBird_GBIF,4,3,28,3
151393,2019,eBird_GBIF,2,2,30,2
150708,2019,eBird_GBIF,6,5,33,4
154819,2019,eBird_GBIF,4,4,35,4
182905,2019,eBird_GBIF,1,1,11,1
228256,2019,eBird_GBIF,1,1,15,1
185535,2019,China_Birdwatch,1,1,11,1
182105,2019,China_Birdwatch,2,2,38,2
190360,2019,eBird_GBIF,3,3,11,3
202829,2019,China_Birdwatch,2,1,23,2
186242,2019,eBird_GBIF,1,1,21,1
186928,2019,eBird_GBIF,1,1,16,1
152764,2019,China_Birdwatch,2,2,16,2
252174,2019,China_Birdwatch,1,1,13,1
213678,2019,China_Birdwatch,3,2,37,2
195156,2019,eBird_GBIF,1,1,1,1
160297,2019,eBird_GBIF,1,1,32,1
149334,2019,eBird_GBIF,3,3,14,2
147962,2019,eBird_GBIF,5,4,53,4
198578,2019,eBird_GBIF,44,3,69,44
165089,2019,China_Birdwatch,1,1,28,1
149330,2019,eBird_GBIF,1,1,26,1
150711,2019,eBird_GBIF,7,5,41,4
152764,2019,eBird_GBIF,8,6,24,3
150017,2019,eBird_GBIF,1,1,39,1
146599,2019,China_Birdwatch,1,1,31,1
214540,2019,eBird_GBIF,4,1,13,4
235787,2019,eBird_GBIF,1,1,15,1
148657,2020,eBird_GBIF,8,8,35,4
224834,2020,eBird_GBIF,2,2,17,2
185535,2020,eBird_GBIF,13,7,33,11
154137,2020,eBird_GBIF,5,4,25,2
233075,2020,China_Birdwatch,2,2,14,2
228255,2020,eBird_GBIF,1,1,30,1
191759,2020,China_Birdwatch,7,1,21,7
190358,2020,eBird_GBIF,1,1,10,1
190335,2020,eBird_GBIF,4,1,65,4
150707,2020,eBird_GBIF,20,11,67,10
173994,2020,eBird_GBIF,2,2,15,1
252961,2020,eBird_GBIF,1,1,8,1
167748,2020,eBird_GBIF,1,1,18,1
166377,2020,eBird_GBIF,1,1,8,1
150024,2020,eBird_GBIF,2,2,32,2
182313,2020,eBird_GBIF,3,1,38,3
189650,2020,eBird_GBIF,3,1,47,3
190338,2020,eBird_GBIF,1,1,22,1
147283,2020,eBird_GBIF,6,5,21,2
189653,2020,eBird_GBIF,1,1,11,1
192399,2020,eBird_GBIF,1,1,14,1
189169,2020,eBird_GBIF,3,3,45,3
152764,2020,eBird_GBIF,8,8,41,5
172621,2020,eBird_GBIF,1,1,23,1
183487,2020,eBird_GBIF,1,1,27,1
150713,2020,eBird_GBIF,2,2,40,2
150027,2020,China_Birdwatch,4,2,46,4
146605,2020,China_Birdwatch,3,1,62,3
203502,2020,China_Birdwatch,2,2,23,2
193094,2020,eBird_GBIF,2,1,44,2
148649,2020,eBird_GBIF,3,3,30,2
146605,2020,eBird_GBIF,2,2,20,1
145921,2020,eBird_GBIF,2,2,20,1
242604,2020,eBird_GBIF,2,1,58,2
147278,2020,eBird_GBIF,3,3,18,2
152772,2020,China_Birdwatch,2,1,11,2
181601,2020,eBird_GBIF,2,1,17,2
203567,2020,eBird_GBIF,3,2,17,3
227572,2020,China_Birdwatch,1,1,7,1
147965,2020,eBird_GBIF,3,1,32,3
151410,2020,eBird_GBIF,6,1,28,6
196625,2020,eBird_GBIF,2,2,20,2
191736,2020,China_Birdwatch,5,3,50,5
186306,2020,China_Birdwatch,1,1,18,1
186993,2020,China_Birdwatch,3,1,21,3
228255,2020,China_Birdwatch,5,3,55,5
191736,2020,eBird_GBIF,12,7,52,11
165002,2020,China_Birdwatch,2,2,29,2
167748,2020,China_Birdwatch,1,1,12,1
147277,2020,eBird_GBIF,2,2,28,2
196563,2020,China_Birdwatch,1,1,33,1
145908,2020,eBird_GBIF,1,1,13,1
207620,2020,eBird_GBIF,3,1,40,3
146608,2020,eBird_GBIF,8,4,49,8
147292,2020,eBird_GBIF,6,3,32,2
154138,2020,eBird_GBIF,2,1,27,2
154133,2020,eBird_GBIF,2,2,28,1
213675,2020,China_Birdwatch,2,2,104,2
213678,2020,eBird_GBIF,5,4,56,4
188367,2020,China_Birdwatch,1,1,9,1
206866,2020,eBird_GBIF,1,1,19,1
202125,2020,China_Birdwatch,1,1,21,1
184850,2020,China_Birdwatch,4,4,28,3
208344,2020,eBird_GBIF,1,1,24,1
147287,2020,eBird_GBIF,1,1,22,1
146607,2020,eBird_GBIF,2,2,16,1
189640,2020,eBird_GBIF,1,1,16,1
183000,2020,eBird_GBIF,4,1,33,4
143167,2020,China_Birdwatch,2,2,21,2
148657,2020,China_Birdwatch,4,3,32,4
196680,2020,China_Birdwatch,1,1,47,1
147975,2020,China_Birdwatch,2,1,59,2
224834,2020,China_Birdwatch,1,1,10,1
226206,2020,China_Birdwatch,1,1,8,1
232961,2020,China_Birdwatch,1,1,2,1
154133,2020,China_Birdwatch,1,1,8,1
185650,2020,China_Birdwatch,2,1,22,2
183593,2020,China_Birdwatch,1,1,12,1
182909,2020,China_Birdwatch,1,1,10,1
182910,2020,China_Birdwatch,1,1,11,1
184279,2020,China_Birdwatch,1,1,7,1
186391,2020,China_Birdwatch,1,1,28,1
202131,2020,eBird_GBIF,4,1,10,4
150711,2020,China_Birdwatch,2,2,35,2
188948,2020,eBird_GBIF,1,1,10,1
150017,2020,eBird_GBIF,7,7,58,4
147969,2020,eBird_GBIF,1,1,18,1
154825,2020,eBird_GBIF,7,7,28,4
149331,2020,China_Birdwatch,12,4,85,11
154824,2020,eBird_GBIF,4,4,30,3
190361,2020,China_Birdwatch,1,1,10,1
217276,2020,China_Birdwatch,1,1,43,1
156191,2020,China_Birdwatch,3,3,31,3
152760,2020,China_Birdwatch,4,4,46,4
155510,2020,China_Birdwatch,6,4,58,5
154829,2020,China_Birdwatch,15,12,69,13
178217,2020,China_Birdwatch,1,1,21,1
152077,2020,China_Birdwatch,3,2,36,3
191025,2020,eBird_GBIF,1,1,15,1
156190,2020,eBird_GBIF,2,2,11,1
166381,2020,eBird_GBIF,1,1,25,1
151396,2020,eBird_GBIF,2,2,41,2
199401,2020,China_Birdwatch,3,3,42,3
154146,2020,China_Birdwatch,2,2,27,2
240556,2020,eBird_GBIF,4,2,17,4
193107,2021,China_Birdwatch,2,2,35,2
154826,2021,eBird_GBIF,2,1,16,2
169846,2021,China_Birdwatch,2,1,20,2
204194,2021,China_Birdwatch,1,1,6,1
239244,2021,eBird_GBIF,3,2,28,3
234412,2021,China_Birdwatch,1,1,5,1
237159,2021,China_Birdwatch,1,1,15,1
233085,2021,eBird_GBIF,2,1,10,2
227570,2021,eBird_GBIF,7,6,25,7
174679,2021,eBird_GBIF,3,3,17,2
192574,2021,China_Birdwatch,2,1,28,2
189860,2021,eBird_GBIF,9,2,25,9
193151,2021,China_Birdwatch,25,1,43,25
173994,2021,eBird_GBIF,3,2,15,2
202820,2021,eBird_GBIF,4,3,53,3
201450,2021,eBird_GBIF,3,3,34,2
227498,2021,China_Birdwatch,1,1,11,1
202814,2021,China_Birdwatch,2,1,12,2
184318,2021,China_Birdwatch,1,1,13,1
201452,2021,China_Birdwatch,1,1,22,1
158955,2021,eBird_GBIF,1,1,23,1
190359,2021,eBird_GBIF,2,1,13,2
191759,2021,China_Birdwatch,3,1,15,3
155510,2021,China_Birdwatch,4,4,59,4
212366,2021,China_Birdwatch,1,1,5,1
149339,2021,eBird_GBIF,3,3,14,3
193149,2021,China_Birdwatch,2,1,9,2
172621,2021,eBird_GBIF,2,1,27,2
187066,2021,China_Birdwatch,2,1,22,2
191073,2021,China_Birdwatch,1,1,7,1
194563,2021,eBird_GBIF,1,1,10,1
228256,2021,China_Birdwatch,9,2,35,9
164313,2021,China_Birdwatch,1,1,48,1
204156,2021,eBird_GBIF,1,1,20,1
174678,2021,eBird_GBIF,2,2,8,1
202815,2021,China_Birdwatch,4,1,13,4
154138,2021,eBird_GBIF,16,6,66,14
200812,2021,eBird_GBIF,3,2,43,2
182863,2021,China_Birdwatch,5,2,16,5
195949,2021,eBird_GBIF,4,1,16,4
146606,2021,eBird_GBIF,3,3,20,1
189861,2021,China_Birdwatch,3,3,13,3
147964,2021,eBird_GBIF,1,1,34,1
153452,2021,China_Birdwatch,1,1,7,1
145908,2021,China_Birdwatch,1,1,15,1
167750,2021,China_Birdwatch,1,1,10,1
192468,2021,China_Birdwatch,7,1,58,7
193840,2021,China_Birdwatch,1,1,16,1
145920,2021,eBird_GBIF,3,3,39,3
193907,2021,China_Birdwatch,2,1,17,2
180875,2021,China_Birdwatch,1,1,22,1
202139,2021,eBird_GBIF,1,1,38,1
198048,2021,China_Birdwatch,1,1,40,1
190361,2021,China_Birdwatch,2,1,25,2
154136,2021,China_Birdwatch,1,1,16,1
147963,2021,China_Birdwatch,4,4,36,4
146524,2021,eBird_GBIF,2,2,17,2
193816,2021,eBird_GBIF,1,1,11,1
197249,2021,eBird_GBIF,3,1,47,3
146602,2021,eBird_GBIF,1,1,16,1
224834,2021,China_Birdwatch,2,1,12,2
191782,2021,China_Birdwatch,3,1,32,3
185705,2021,eBird_GBIF,3,1,14,3
147975,2021,China_Birdwatch,3,2,69,3
147290,2021,China_Birdwatch,2,2,53,2
185535,2021,eBird_GBIF,8,6,39,8
233741,2021,China_Birdwatch,1,1,12,1
190411,2021,China_Birdwatch,1,1,21,1
145913,2021,eBird_GBIF,1,1,19,1
152051,2021,China_Birdwatch,2,1,22,2
147971,2021,China_Birdwatch,1,1,4,1
151410,2021,eBird_GBIF,3,1,29,3
192469,2021,China_Birdwatch,4,1,41,4
182800,2021,eBird_GBIF,2,2,39,2
213854,2021,China_Birdwatch,1,1,8,1
229626,2021,China_Birdwatch,1,1,8,1
191094,2021,China_Birdwatch,1,1,8,1
149338,2021,eBird_GBIF,1,1,24,1
162262,2021,eBird_GBIF,1,1,19,1
195828,2021,eBird_GBIF,1,1,38,1
200650,2021,China_Birdwatch,3,3,61,3
146608,2021,China_Birdwatch,8,6,71,7
195950,2021,eBird_GBIF,5,1,35,5
154134,2021,China_Birdwatch,2,2,21,2
184277,2021,eBird_GBIF,1,1,32,1
184278,2021,eBird_GBIF,1,1,44,1
165002,2021,eBird_GBIF,1,1,13,1
165002,2021,China_Birdwatch,3,3,25,3
154819,2021,eBird_GBIF,1,1,27,1
132882,2021,eBird_GBIF,9,1,42,9
152081,2021,eBird_GBIF,6,5,20,6
185535,2021,China_Birdwatch,2,2,6,2
174676,2021,eBird_GBIF,1,1,18,1
213854,2021,eBird_GBIF,1,1,27,1
153452,2021,eBird_GBIF,5,4,40,5
228941,2021,eBird_GBIF,2,2,36,2
150719,2021,eBird_GBIF,3,1,15,3
150713,2021,eBird_GBIF,6,2,29,6
196709,2021,eBird_GBIF,6,2,29,6
173234,2021,eBird_GBIF,1,1,7,1
178119,2021,eBird_GBIF,2,1,11,2
152081,2021,China_Birdwatch,3,3,30,3
205472,2021,eBird_GBIF,2,2,24,1
151406,2021,eBird_GBIF,1,1,15,1
240542,2021,China_Birdwatch,1,1,13,1
202810,2021,eBird_GBIF,1,1,18,1
154133,2021,China_Birdwatch,2,2,13,2
186905,2021,China_Birdwatch,1,1,7,1
147287,2021,China_Birdwatch,1,1,11,1
143167,2021,China_Birdwatch,2,2,7,2
146600,2021,China_Birdwatch,3,1,19,3
186223,2021,China_Birdwatch,1,1,19,1
147968,2021,China_Birdwatch,1,1,11,1
201447,2021,China_Birdwatch,1,1,33,1
154139,2021,China_Birdwatch,5,4,28,5
233751,2021,eBird_GBIF,1,1,15,1
153458,2021,China_Birdwatch,9,3,23,9
203502,2021,China_Birdwatch,1,1,18,1
150707,2021,eBird_GBIF,4,2,23,2
153454,2021,China_Birdwatch,4,3,17,4
189859,2021,eBird_GBIF,6,2,18,6
251507,2021,China_Birdwatch,3,1,35,3
154138,2021,China_Birdwatch,1,1,13,1
154133,2021,eBird_GBIF,1,1,13,1
150720,2021,China_Birdwatch,2,2,16,2
225504,2021,eBird_GBIF,1,1,12,1
229612,2021,eBird_GBIF,14,3,32,14
150707,2021,China_Birdwatch,1,1,8,1
151396,2021,China_Birdwatch,10,4,48,9
211085,2021,eBird_GBIF,1,1,16,1
165003,2021,eBird_GBIF,9,7,47,6
211029,2021,China_Birdwatch,1,1,18,1
174752,2021,eBird_GBIF,7,6,67,5
189670,2021,China_Birdwatch,1,1,25,1
149331,2021,eBird_GBIF,19,14,90,8
152077,2021,China_Birdwatch,4,3,32,4
134984,2021,eBird_GBIF,1,1,7,1
196677,2021,eBird_GBIF,2,1,18,2
174635,2021,China_Birdwatch,2,2,12,2
232391,2021,eBird_GBIF,1,1,9,1
177339,2021,China_Birdwatch,3,3,38,2
177342,2021,China_Birdwatch,2,2,14,2
147977,2021,China_Birdwatch,1,1,19,1
154137,2021,China_Birdwatch,1,1,6,1
182862,2021,China_Birdwatch,2,1,8,2
182863,2022,China_Birdwatch,9,2,33,8
153454,2022,eBird_GBIF,5,5,31,4
231013,2022,eBird_GBIF,1,1,25,1
167750,2022,China_Birdwatch,1,1,9,1
238527,2022,eBird_GBIF,1,1,18,1
190335,2022,eBird_GBIF,4,1,70,4
242614,2022,eBird_GBIF,4,3,28,4
152771,2022,eBird_GBIF,16,9,36,15
174066,2022,China_Birdwatch,4,4,80,4
146599,2022,China_Birdwatch,1,1,13,1
151391,2022,China_Birdwatch,1,1,20,1
152763,2022,eBird_GBIF,2,2,11,1
149340,2022,China_Birdwatch,18,5,69,16
201447,2022,China_Birdwatch,1,1,26,1
155513,2022,China_Birdwatch,2,2,25,2
186223,2022,China_Birdwatch,1,1,8,1
144577,2022,eBird_GBIF,6,1,34,6
173993,2022,eBird_GBIF,2,1,14,2
150720,2022,China_Birdwatch,4,4,36,4
192574,2022,China_Birdwatch,3,1,27,3
193907,2022,China_Birdwatch,2,1,6,2
184319,2022,China_Birdwatch,3,1,20,3
153450,2022,eBird_GBIF,3,2,22,2
154824,2022,eBird_GBIF,3,2,46,3
202825,2022,China_Birdwatch,8,2,40,8
146599,2022,eBird_GBIF,3,3,17,3
183685,2022,eBird_GBIF,1,1,15,1
191759,2022,China_Birdwatch,1,1,17,1
152087,2022,China_Birdwatch,8,6,40,8
204185,2022,China_Birdwatch,1,1,6,1
202819,2022,eBird_GBIF,5,3,29,5
219972,2022,China_Birdwatch,1,1,8,1
204196,2022,China_Birdwatch,1,1,12,1
152122,2022,China_Birdwatch,6,2,21,6
225524,2022,China_Birdwatch,1,1,15,1
154147,2022,eBird_GBIF,6,6,33,5
234426,2022,eBird_GBIF,1,1,38,1
184988,2022,China_Birdwatch,1,1,14,1
207659,2022,China_Birdwatch,1,1,12,1
191073,2022,China_Birdwatch,1,1,14,1
174676,2022,China_Birdwatch,1,1,9,1
204878,2022,eBird_GBIF,4,1,22,4
150035,2022,eBird_GBIF,3,3,8,2
174676,2022,eBird_GBIF,2,1,38,2
148656,2022,China_Birdwatch,1,1,5,1
166381,2022,eBird_GBIF,1,1,8,1
191220,2022,eBird_GBIF,3,1,14,3
190534,2022,eBird_GBIF,3,1,33,3
190534,2022,China_Birdwatch,3,1,33,3
187025,2022,eBird_GBIF,1,1,11,1
200813,2022,China_Birdwatch,3,1,36,3
202129,2022,China_Birdwatch,1,1,8,1
213184,2022,China_Birdwatch,1,1,61,1
213869,2022,China_Birdwatch,2,2,56,2
140464,2022,eBird_GBIF,1,1,8,1
149344,2022,eBird_GBIF,1,1,10,1
147962,2022,eBird_GBIF,10,7,62,9
189650,2022,eBird_GBIF,1,1,34,1
152079,2022,China_Birdwatch,1,1,2,1
191915,2022,eBird_GBIF,9,5,60,9
149336,2022,eBird_GBIF,7,5,36,7
152081,2022,China_Birdwatch,5,4,20,5
192469,2022,China_Birdwatch,10,1,61,10
231707,2022,eBird_GBIF,1,1,12,1
204905,2022,China_Birdwatch,2,1,21,2
149339,2022,eBird_GBIF,9,7,58,8
171272,2022,eBird_GBIF,3,1,27,3
147970,2022,eBird_GBIF,1,1,14,1
148657,2022,China_Birdwatch,2,2,20,2
240553,2022,China_Birdwatch,1,1,26,1
154139,2022,China_Birdwatch,5,5,35,5
151399,2022,eBird_GBIF,7,5,52,7
193831,2022,China_Birdwatch,1,1,18,1
147963,2022,China_Birdwatch,3,3,8,3
191781,2022,China_Birdwatch,3,1,30,3
185020,2022,eBird_GBIF,13,1,20,13
185535,2022,eBird_GBIF,15,12,40,9
147965,2022,eBird_GBIF,3,1,35,3
147973,2022,China_Birdwatch,2,1,21,2
145253,2022,eBird_GBIF,1,1,18,1
152096,2022,China_Birdwatch,1,1,8,1
204189,2022,China_Birdwatch,2,1,37,2
144567,2022,eBird_GBIF,8,1,29,8
204191,2022,eBird_GBIF,1,1,30,1
141833,2022,eBird_GBIF,15,1,40,15
196586,2022,China_Birdwatch,1,1,13,1
156198,2022,eBird_GBIF,1,1,34,1
139773,2022,eBird_GBIF,4,1,31,4
156196,2022,China_Birdwatch,3,1,47,3
185042,2022,eBird_GBIF,1,1,22,1
150064,2022,eBird_GBIF,8,1,40,8
190546,2022,eBird_GBIF,5,3,18,5
146606,2022,China_Birdwatch,1,1,24,1
154133,2022,eBird_GBIF,7,7,53,7
191733,2022,eBird_GBIF,1,1,23,1
193107,2022,eBird_GBIF,2,2,31,2
206272,2022,China_Birdwatch,1,1,9,1
149350,2022,eBird_GBIF,3,1,23,3
165002,2022,eBird_GBIF,4,4,11,1
165003,2022,eBird_GBIF,5,5,25,2
210260,2022,China_Birdwatch,1,1,43,1
